youthidCUF,pos_outdegree,neg_outdegree,pos_indegree,neg_indegree,reciprocal,non_reciprocal,pos_isolate,neg_isolate
21730322,5,2,3,0,3,2,0,0
21730323,4,5,1,1,1,4,0,0
21730325,3,5,2,1,2,2,0,0
22440301,5,0,7,0,4,1,0,1
22440302,5,4,0,2,0,5,0,0
22440303,5,5,7,0,3,2,0,0
22440305,3,1,4,0,3,1,0,0
22440306,5,2,7,1,4,1,0,0
22440307,3,5,1,11,1,3,0,0
22440309,5,1,4,9,3,2,0,0
22440310,5,5,4,1,4,1,0,0
22440312,4,5,1,3,1,4,0,0
22440313,5,4,0,0,0,5,0,0
22440315,5,0,4,0,4,1,0,1
22440316,5,5,3,2,3,2,0,0
22440319,5,2,1,2,1,4,0,0
22440320,3,4,6,0,2,2,0,0
22440322,5,2,5,0,4,1,0,0
22440323,5,4,7,1,4,1,0,0
22440326,5,2,3,0,3,2,0,0
22440601,5,3,3,2,3,2,0,0
22440602,5,3,3,1,3,2,0,0
22440603,5,2,1,0,1,4,0,0
22440605,5,3,3,0,2,3,0,0
22440606,4,0,4,0,3,2,0,1
22440608,5,1,4,0,2,3,0,0
22440609,2,0,1,4,1,2,0,0
22440610,3,0,4,2,2,2,0,0
22440611,5,5,4,0,2,3,0,0
22440612,5,4,1,0,1,4,0,0
22440617,2,4,1,5,1,2,0,0
22440620,5,3,3,0,3,2,0,0
22440622,5,4,4,2,3,2,0,0
22440623,5,1,5,1,3,2,0,0
22440624,1,0,1,4,1,1,0,0
22440626,5,4,4,6,3,2,0,0
22440627,5,3,2,4,2,3,0,0
22480102,5,3,1,0,0,5,0,0
22480104,5,3,2,1,2,3,0,0
22480105,5,5,3,5,2,3,0,0
22480106,4,5,1,1,1,4,0,0
22480107,5,5,1,6,0,5,0,0
22480108,5,4,3,1,1,4,0,0
22480110,3,3,1,2,1,3,0,0
22480112,5,5,4,2,2,3,0,0
22480114,2,4,3,6,2,1,0,0
22480116,5,3,2,4,2,3,0,0
22480117,5,5,2,1,2,3,0,0
22480118,5,0,1,2,1,4,0,0
22480119,4,4,5,2,3,2,0,0
22480121,5,0,1,4,1,4,0,0
22480122,5,5,6,3,3,2,0,0
22480125,2,3,4,1,1,2,0,0
22480127,5,3,2,0,1,4,0,0
22480130,3,5,3,3,3,1,0,0
22480131,0,0,1,2,0,1,0,0
22800203,2,3,2,1,1,2,0,0
22800204,3,3,0,1,0,4,0,0
22800205,5,5,3,1,3,2,0,0
22800206,4,4,4,1,2,3,0,0
22800208,5,2,2,7,0,5,0,0
22800209,3,5,0,0,0,4,0,0
22800210,4,3,1,6,0,5,0,0
22800213,4,4,3,1,0,5,0,0
22800214,2,5,4,3,2,1,0,0
22800215,4,1,4,2,2,3,0,0
22800216,5,5,5,0,5,0,0,0
22800217,4,3,2,0,2,3,0,0
22800221,2,5,3,3,2,1,0,0
22800222,5,5,5,0,4,1,0,0
22800225,5,4,2,0,2,3,0,0
22800226,4,5,4,4,3,2,0,0
22800227,5,1,2,0,2,3,0,0
22800228,5,5,4,0,4,1,0,0
22800229,5,2,4,5,3,2,0,0
22800230,5,2,1,9,1,4,0,0
22800231,5,5,2,5,2,3,0,0
22800301,5,4,5,2,4,1,0,0
22800303,4,4,4,2,4,1,0,0
22800305,3,5,3,0,3,1,0,0
22800306,4,5,1,2,1,4,0,0
22800307,4,2,6,1,4,1,0,0
22800308,3,1,1,6,1,3,0,0
22800310,5,5,4,1,1,4,0,0
22800311,2,1,4,1,2,1,0,0
22800312,5,5,3,2,2,3,0,0
22800313,3,2,1,3,1,3,0,0
22800314,5,5,3,0,2,3,0,0
22800315,3,5,2,1,2,2,0,0
22800316,2,1,2,1,2,1,0,0
22800318,5,5,6,0,3,2,0,0
22800319,5,4,4,1,4,1,0,0
22800323,5,2,3,2,2,3,0,0
22800326,4,5,4,1,3,2,0,0
22800327,3,5,3,1,3,1,0,0
22800328,3,5,3,0,2,2,0,0
22800330,5,5,3,1,3,2,0,0
22800331,5,5,4,2,3,2,0,0
23270102,4,3,6,1,4,1,0,0
23270103,3,3,3,2,2,2,0,0
23270104,5,5,4,0,2,3,0,0
23270105,5,5,3,2,2,3,0,0
23270107,4,2,4,0,4,1,0,0
23270110,4,2,4,1,3,2,0,0
23270112,4,5,6,0,3,2,0,0
23270113,3,4,1,3,0,4,0,0
23270114,5,2,0,14,0,5,0,0
23270115,5,3,6,0,4,1,0,0
23270116,2,5,1,12,0,3,0,0
23270117,2,4,2,2,1,2,0,0
23270119,5,5,3,1,3,2,0,0
23270120,5,5,4,0,2,3,0,0
23270122,5,4,5,0,4,1,0,0
23270123,5,4,4,0,3,2,0,0
23270124,5,4,3,0,3,2,0,0
23270125,4,3,1,5,0,5,0,0
23270126,4,2,0,14,0,5,0,0
23270301,5,3,5,0,4,1,0,0
23270302,5,5,6,1,4,1,0,0
23270303,2,5,2,1,1,2,0,0
23270305,3,2,4,0,3,1,0,0
23270306,5,1,4,1,3,2,0,0
23270307,5,4,2,0,2,3,0,0
23270308,4,2,5,1,4,1,0,0
23270309,3,1,2,1,1,3,0,0
23270310,4,1,5,0,4,1,0,0
23270312,3,1,2,2,2,2,0,0
23270313,4,2,3,6,3,2,0,0
23270314,4,4,5,1,4,1,0,0
23270315,3,5,5,3,3,1,0,0
23270316,3,3,5,3,3,1,0,0
23270317,3,1,0,10,0,4,0,0
23270319,5,3,3,4,3,2,0,0
23270320,5,5,5,2,5,0,0,0
23270321,4,3,2,10,2,3,0,0
23270322,2,5,2,1,2,1,0,0
23270323,5,1,6,1,5,0,0,0
23460101,4,4,2,1,2,3,0,0
23460103,5,5,1,7,1,4,0,0
23460104,2,3,5,1,2,1,0,0
23460106,3,5,2,1,1,3,0,0
23460108,5,5,5,0,3,2,0,0
23460111,3,5,1,0,1,3,0,0
23460112,5,5,2,4,2,3,0,0
23460113,4,3,1,0,0,5,0,0
23460114,5,2,2,4,2,3,0,0
23460115,3,5,4,7,3,1,0,0
23460116,4,5,2,1,1,4,0,0
23460119,5,5,3,3,2,3,0,0
23460120,5,5,2,2,2,3,0,0
24330204,5,5,3,0,2,3,0,0
24330205,5,5,3,2,2,3,0,0
24330209,4,2,0,1,0,5,0,0
24330210,5,5,3,0,3,2,0,0
24330211,5,0,3,2,3,2,0,0
24330217,5,3,3,0,2,3,0,0
24330218,5,5,3,0,2,3,0,0
24330219,5,3,2,2,0,5,0,0
24330220,5,3,3,0,2,3,0,0
24330223,2,2,0,3,0,3,0,0
24330225,2,5,0,0,0,3,0,0
24330227,1,5,2,1,1,1,0,0
24330228,5,4,1,3,1,4,0,0
24330301,5,2,1,1,1,4,0,0
24330302,5,1,1,2,1,4,0,0
24330304,5,3,4,1,3,2,0,0
24330312,2,2,1,1,1,2,0,0
24330314,5,1,1,0,1,4,0,0
24330316,0,5,0,8,0,1,1,0
24330317,4,2,2,1,0,5,0,0
24330318,4,3,3,0,2,3,0,0
24330319,4,3,2,0,1,4,0,0
24330320,3,4,0,2,0,4,0,0
24330323,5,1,1,0,1,4,0,0
24330325,5,5,3,1,3,2,0,0
24870102,3,2,2,2,2,2,0,0
24870103,4,4,3,0,3,2,0,0
24870108,4,2,4,11,3,2,0,0
24870110,4,5,2,4,2,3,0,0
24870111,5,5,4,0,3,2,0,0
24870113,5,4,4,0,4,1,0,0
24870114,5,5,6,0,3,2,0,0
24870117,5,5,7,0,5,0,0,0
24870118,5,5,5,3,4,1,0,0
24870119,3,5,0,12,0,4,0,0
24870120,2,5,2,6,2,1,0,0
24870121,5,2,2,0,2,3,0,0
24870122,5,4,3,0,3,2,0,0
24870124,1,4,2,7,1,1,0,0
24870125,5,2,3,0,3,2,0,0
24870126,5,5,3,3,2,3,0,0
24870127,1,3,2,6,1,1,0,0
24870128,4,4,4,0,4,1,0,0
24870129,5,4,4,0,3,2,0,0
24870501,4,5,6,1,3,2,0,0
24870502,5,1,4,4,3,2,0,0
24870504,5,5,3,1,3,2,0,0
24870505,5,5,3,1,3,2,0,0
24870506,5,5,5,4,4,1,0,0
24870507,4,3,4,3,3,2,0,0
24870508,4,4,0,5,0,5,0,0
24870509,5,3,5,1,4,1,0,0
24870511,5,5,4,1,3,2,0,0
24870512,5,0,5,0,4,1,0,1
24870514,5,4,8,0,4,1,0,0
24870515,5,5,4,2,4,1,0,0
24870516,4,0,5,1,3,2,0,0
24870517,3,4,2,7,2,2,0,0
24870518,1,2,1,1,1,1,0,0
24870519,4,3,0,8,0,5,0,0
24870521,5,3,5,3,5,0,0,0
24870522,5,4,5,1,5,0,0,0
24870524,1,4,1,1,0,2,0,0
24870526,4,3,2,3,1,4,0,0
24870527,4,5,2,6,2,3,0,0
24870528,3,3,3,0,3,1,0,0
25450101,2,4,1,1,1,2,0,0
25450102,0,1,0,6,0,1,1,0
25450103,5,4,7,0,5,0,0,0
25450104,4,4,5,0,3,2,0,0
25450105,4,2,2,3,2,3,0,0
25450106,5,5,5,0,4,1,0,0
25450107,2,1,1,1,1,2,0,0
25450108,5,5,8,0,5,0,0,0
25450109,2,4,0,12,0,3,0,0
25450110,5,2,5,0,5,0,0,0
25450111,4,3,3,1,3,2,0,0
25450112,3,0,4,4,3,1,0,0
25450113,3,4,3,6,3,1,0,0
25450114,3,5,2,1,0,4,0,0
25450115,2,3,2,6,1,2,0,0
25450116,5,5,6,0,4,1,0,0
25450117,5,5,5,1,3,2,0,0
25450118,0,0,0,11,0,1,1,0
25450119,3,0,3,4,3,1,0,0
25550201,5,0,4,0,3,2,0,1
25550202,4,3,4,2,2,3,0,0
25550203,4,1,5,3,4,1,0,0
25550204,5,5,4,0,4,1,0,0
25550205,5,4,2,6,2,3,0,0
25550208,5,4,5,1,3,2,0,0
25550210,4,1,5,0,2,3,0,0
25550212,3,5,1,1,1,3,0,0
25550214,5,4,3,0,1,4,0,0
25550216,2,5,1,2,1,2,0,0
25550217,5,2,1,13,0,5,0,0
25550218,5,0,4,1,3,2,0,0
25550219,4,2,5,5,2,3,0,0
25550220,2,1,2,1,1,2,0,0
25550221,4,1,5,3,2,3,0,0
25550223,4,1,0,1,0,5,0,0
25550224,5,5,1,0,1,4,0,0
25550226,5,3,3,0,2,3,0,0
25550402,5,5,2,0,2,3,0,0
25550403,5,3,2,1,2,3,0,0
25550405,4,5,4,0,2,3,0,0
25550408,5,0,5,3,4,1,0,0
25550409,5,1,3,0,2,3,0,0
25550410,5,5,9,0,5,0,0,0
25550411,5,5,6,0,4,1,0,0
25550415,4,1,2,6,2,3,0,0
25550417,3,2,0,6,0,4,0,0
25550418,5,4,3,0,2,3,0,0
25550419,5,2,2,2,2,3,0,0
25550421,4,1,3,2,3,2,0,0
25550422,4,4,2,7,2,3,0,0
25550423,4,1,5,0,4,1,0,0
25550425,5,1,3,0,3,2,0,0
25550426,5,5,2,1,1,4,0,0
25550428,2,1,4,0,2,1,0,0
25550429,4,5,5,0,3,2,0,0
25550430,5,3,3,1,3,2,0,0
25550432,3,5,4,1,2,2,0,0
25700101,1,4,1,4,1,1,0,0
25700102,1,5,1,0,1,1,0,0
25700103,2,5,2,5,2,1,0,0
25700104,2,1,2,0,2,1,0,0
25700105,1,1,2,4,1,1,0,0
25700108,1,4,2,2,1,1,0,0
25700110,3,4,0,2,0,4,0,0
25700111,3,2,1,0,0,4,0,0
25700114,2,3,1,2,1,2,0,0
25700117,2,5,2,5,2,1,0,0
25700121,5,5,1,0,1,4,0,0
25700122,5,3,2,2,2,3,0,0
25700201,5,4,4,1,3,2,0,0
25700202,4,5,3,2,2,3,0,0
25700204,5,3,1,2,1,4,0,0
25700205,3,4,0,2,0,4,0,0
25700206,2,4,0,5,0,3,0,0
25700208,3,4,2,5,1,3,0,0
25700211,3,5,2,2,2,2,0,0
25700212,5,3,5,0,4,1,0,0
25700217,3,1,3,0,2,2,0,0
25700220,5,4,3,4,2,3,0,0
25700221,1,2,1,0,1,1,0,0
26100101,5,5,3,1,2,3,0,0
26100102,3,1,2,0,1,3,0,0
26100103,2,3,0,6,0,3,0,0
26100105,5,1,1,2,0,5,0,0
26100107,5,2,4,0,4,1,0,0
26100108,5,2,4,0,2,3,0,0
26100109,4,0,5,0,4,1,0,1
26100111,2,1,2,2,1,2,0,0
26100112,5,1,6,2,4,1,0,0
26100115,5,1,5,0,4,1,0,0
26100116,5,1,0,0,0,5,0,0
26100117,5,4,6,0,3,2,0,0
26100118,4,2,1,4,0,5,0,0
26100123,5,1,5,0,3,2,0,0
26100124,5,2,2,0,2,3,0,0
26100126,3,2,5,0,3,1,0,0
26100127,5,3,2,0,1,4,0,0
26100201,2,2,1,8,1,2,0,0
26100202,3,0,0,2,0,4,0,0
26100203,5,3,6,0,4,1,0,0
26100205,5,5,4,0,2,3,0,0
26100207,5,5,2,0,1,4,0,0
26100208,5,3,0,8,0,5,0,0
26100211,5,5,7,0,4,1,0,0
26100212,3,4,3,0,3,1,0,0
26100215,4,4,4,1,4,1,0,0
26100216,3,4,5,0,2,2,0,0
26100217,5,2,3,0,2,3,0,0
26100218,5,4,3,0,3,2,0,0
26100219,3,5,0,3,0,4,0,0
26100221,3,1,2,3,1,3,0,0
26100223,5,5,4,0,2,3,0,0
26100225,3,3,1,5,1,3,0,0
26260101,4,1,1,0,1,4,0,0
26260103,5,1,0,4,0,5,0,0
26260105,4,3,3,0,3,2,0,0
26260106,5,3,2,2,1,4,0,0
26260110,4,0,3,1,3,2,0,0
26260112,1,2,0,3,0,2,0,0
26260114,5,2,4,0,0,5,0,0
26260116,5,1,1,0,0,5,0,0
26260117,5,2,3,1,3,2,0,0
26260118,4,3,4,1,3,2,0,0
26260120,4,3,0,0,0,5,0,0
26270202,5,5,3,12,1,4,0,0
26270203,5,4,2,1,1,4,0,0
26270204,5,4,5,5,2,3,0,0
26270205,5,4,3,0,1,4,0,0
26270207,4,3,3,2,2,3,0,0
26270210,2,1,0,2,0,3,0,0
26270211,5,4,1,0,1,4,0,0
26270212,3,3,2,2,2,2,0,0
26270213,3,5,3,2,0,4,0,0
26270214,5,4,2,0,2,3,0,0
26270215,5,5,7,1,4,1,0,0
26270216,5,3,5,1,2,3,0,0
26270217,5,4,3,0,2,3,0,0
26270218,5,4,4,1,3,2,0,0
26270219,4,3,6,0,3,2,0,0
26270222,5,5,2,6,1,4,0,0
26270223,5,2,2,2,2,3,0,0
26270224,4,2,3,3,3,2,0,0
26270225,4,5,3,4,2,3,0,0
26270226,3,2,3,1,0,4,0,0
26270401,3,5,2,0,0,4,0,0
26270403,2,5,2,1,2,1,0,0
26270404,2,1,0,9,0,3,0,0
26270405,5,5,1,0,0,5,0,0
26270406,5,2,0,9,0,5,0,0
26270407,3,3,1,5,1,3,0,0
26270409,5,5,1,2,1,4,0,0
26270410,4,4,5,0,3,2,0,0
26270413,5,2,3,2,2,3,0,0
26270414,5,2,7,0,2,3,0,0
26270418,3,5,6,1,1,3,0,0
26270419,5,5,3,1,2,3,0,0
26270421,3,3,3,4,2,2,0,0
26270422,5,5,5,0,2,3,0,0
26270423,4,5,2,6,2,3,0,0
26270424,5,5,3,3,3,2,0,0
26270425,5,5,3,1,2,3,0,0
26450101,1,3,1,1,1,1,0,0
26450102,1,5,2,5,1,1,0,0
26450104,2,5,2,4,2,1,0,0
26450106,1,5,1,5,1,1,0,0
26450108,1,4,1,2,1,1,0,0
26450109,3,1,3,3,3,1,0,0
26450112,3,2,3,3,3,1,0,0
26450113,3,5,2,6,2,2,0,0
26450117,1,5,1,0,1,1,0,0
26450118,1,1,1,5,1,1,0,0
26450121,2,3,2,5,2,1,0,0
26450201,4,1,1,1,1,4,0,0
26450204,3,5,2,3,2,2,0,0
26450205,3,2,1,1,1,3,0,0
26450207,4,2,2,0,1,4,0,0
26450208,2,2,2,3,2,1,0,0
26450211,3,5,2,8,2,2,0,0
26450216,5,5,2,0,1,4,0,0
26450217,3,5,1,0,1,3,0,0
26450218,2,5,2,3,2,1,0,0
26450221,5,5,2,0,2,3,0,0
26450223,5,0,3,1,3,2,0,0
26450224,2,0,2,7,2,1,0,0
28460101,5,5,8,1,3,2,0,0
28460102,5,5,0,7,0,5,0,0
28460103,4,5,1,5,1,4,0,0
28460104,5,5,3,1,3,2,0,0
28460105,5,4,1,1,0,5,0,0
28460106,5,0,4,1,2,3,0,0
28460109,2,2,3,0,1,2,0,0
28460110,2,2,2,0,1,2,0,0
28460111,5,2,6,1,3,2,0,0
28460114,5,3,0,11,0,5,0,0
28460118,2,2,4,0,2,1,0,0
28460122,3,4,2,2,1,3,0,0
28460125,4,1,5,0,2,3,0,0
28460126,4,1,2,1,2,3,0,0
28460128,5,3,2,4,1,4,0,0
28460304,3,1,3,2,2,2,0,0
28460305,3,3,2,4,2,2,0,0
28460306,2,4,5,0,1,2,0,0
28460307,5,5,3,6,2,3,0,0
28460311,4,4,0,3,0,5,0,0
28460318,5,2,0,4,0,5,0,0
28460319,4,2,1,0,1,4,0,0
28460323,2,4,1,0,1,2,0,0
28460325,2,3,1,0,1,2,0,0
28460326,2,5,3,0,0,3,0,0
28870201,2,3,1,5,1,2,0,0
28870202,4,3,2,5,1,4,0,0
28870204,5,5,3,1,2,3,0,0
28870207,2,5,1,0,0,3,0,0
28870208,4,3,2,1,1,4,0,0
28870209,3,5,3,2,3,1,0,0
28870210,4,4,1,5,1,4,0,0
28870211,2,2,1,2,1,2,0,0
28870212,3,1,2,1,2,2,0,0
28870215,4,3,3,2,1,4,0,0
28870217,3,1,2,0,2,2,0,0
28870218,2,5,1,6,1,2,0,0
28870219,2,5,2,1,2,1,0,0
28870220,5,5,3,4,3,2,0,0
28870221,3,3,2,1,2,2,0,0
28870224,1,5,1,2,1,1,0,0
28870401,5,5,0,1,0,5,0,0
28870404,5,5,4,0,3,2,0,0
28870405,1,5,0,10,0,2,0,0
28870408,5,1,2,2,2,3,0,0
28870409,5,5,4,4,3,2,0,0
28870410,4,5,2,0,2,3,0,0
28870412,5,5,2,4,2,3,0,0
28870415,3,5,2,8,2,2,0,0
28870417,5,4,1,6,1,4,0,0
28870418,5,5,1,6,1,4,0,0
28870420,4,4,2,0,1,4,0,0
28870422,5,3,2,0,1,4,0,0
28870423,2,4,1,2,0,3,0,0
28870424,5,4,6,0,4,1,0,0
28870427,3,5,0,0,0,4,0,0
28870430,5,5,4,3,2,3,0,0
29840202,5,5,2,4,2,3,0,0
29840203,4,4,5,0,4,1,0,0
29840204,5,5,1,7,1,4,0,0
29840205,4,5,1,0,1,4,0,0
29840206,5,4,5,0,4,1,0,0
29840210,5,2,5,0,4,1,0,0
29840212,3,1,1,9,1,3,0,0
29840213,3,1,3,2,1,3,0,0
29840215,5,4,5,0,4,1,0,0
29840216,5,2,3,0,1,4,0,0
29840218,3,1,2,6,1,3,0,0
29840220,4,3,4,1,4,1,0,0
29840501,2,2,0,2,0,3,0,0
29840503,2,5,0,10,0,3,0,0
29840504,3,0,1,1,1,3,0,0
29840505,2,3,1,2,1,2,0,0
29840508,5,5,5,0,2,3,0,0
29840509,3,4,1,7,1,3,0,0
29840510,4,3,6,0,3,2,0,0
29840513,5,3,5,0,3,2,0,0
29840519,4,4,3,1,1,4,0,0
29840520,2,2,3,0,2,1,0,0
29840521,5,3,0,4,0,5,0,0
29840522,5,0,3,0,2,3,0,1
29840523,5,5,4,1,3,2,0,0
29840526,1,1,0,5,0,2,0,0
29840527,4,3,3,1,3,2,0,0
29840528,3,3,2,0,2,2,0,0
30030301,5,0,3,2,3,2,0,0
30030303,3,0,3,0,2,2,0,1
30030304,4,4,3,2,2,3,0,0
30030305,1,5,2,2,1,1,0,0
30030306,5,4,4,2,4,1,0,0
30030308,5,0,3,2,3,2,0,0
30030309,5,0,3,2,1,4,0,0
30030311,2,2,3,3,2,1,0,0
30030312,5,3,6,0,4,1,0,0
30030313,5,5,3,4,2,3,0,0
30030315,5,2,5,0,3,2,0,0
30030316,5,4,4,1,3,2,0,0
31080102,0,3,1,0,0,1,0,0
31080103,2,1,5,5,2,1,0,0
31080104,2,2,7,4,2,1,0,0
31080105,4,4,5,2,3,2,0,0
31080107,5,5,5,1,3,2,0,0
31080108,4,2,5,0,2,3,0,0
31080110,5,4,1,1,0,5,0,0
31080111,5,4,4,2,1,4,0,0
31080112,4,4,1,3,1,4,0,0
31080113,5,5,4,1,2,3,0,0
31080114,5,1,0,0,0,5,0,0
31080116,5,2,2,4,1,4,0,0
31080117,5,1,4,2,3,2,0,0
31080201,2,1,1,2,0,3,0,0
31080203,3,5,3,2,3,1,0,0
31080204,0,3,1,2,0,1,0,0
31080207,4,4,1,5,1,4,0,0
31080208,4,3,4,1,1,4,0,0
31080210,4,5,2,4,2,3,0,0
31080211,2,4,2,2,2,1,0,0
31080212,0,0,0,8,0,1,1,0
31080213,4,4,2,2,1,4,0,0
31080217,2,5,2,2,2,1,0,0
31080219,4,5,3,3,1,4,0,0
31080220,4,5,3,3,3,2,0,0
31080221,4,5,2,2,2,3,0,0
31350101,5,5,5,1,2,3,0,0
31350103,5,5,2,3,1,4,0,0
31350104,4,1,2,2,2,3,0,0
31350106,1,4,0,12,0,2,0,0
31350108,1,3,1,7,1,1,0,0
31350109,2,4,1,2,1,2,0,0
31350110,5,3,5,1,2,3,0,0
31350111,3,3,3,1,2,2,0,0
31350112,4,4,4,1,2,3,0,0
31350113,5,1,2,1,2,3,0,0
31350114,4,2,3,1,3,2,0,0
31350117,0,4,2,1,0,1,0,0
31350118,3,2,3,3,2,2,0,0
31350120,5,5,2,0,0,5,0,0
31350203,5,2,1,3,1,4,0,0
31350204,5,1,5,1,5,0,0,0
31350205,5,5,7,0,5,0,0,0
31350207,5,5,5,1,4,1,0,0
31350208,5,1,6,1,5,0,0,0
31350209,5,2,4,0,1,4,0,0
31350210,5,1,2,1,2,3,0,0
31350211,5,4,3,3,3,2,0,0
31350212,2,5,2,1,2,1,0,0
31350213,3,2,6,1,3,1,0,0
31350214,5,1,1,0,1,4,0,0
31350215,5,4,1,6,0,5,0,0
31350218,5,1,5,2,4,1,0,0
31350219,5,2,2,1,1,4,0,0
31350220,2,1,2,4,2,1,0,0
31350222,5,5,5,7,5,0,0,0
32940202,5,5,5,0,3,2,0,0
32940203,5,5,4,1,3,2,0,0
32940205,4,2,1,6,0,5,0,0
32940207,5,5,3,0,3,2,0,0
32940208,4,5,3,1,2,3,0,0
32940209,2,5,1,1,1,2,0,0
32940213,3,1,2,1,2,2,0,0
32940214,3,1,1,6,1,3,0,0
32940216,5,4,2,0,2,3,0,0
32940217,5,4,2,1,2,3,0,0
32940218,4,4,4,1,2,3,0,0
32940219,5,5,7,0,4,1,0,0
32940222,5,3,2,3,1,4,0,0
32940223,3,5,1,7,1,3,0,0
32940225,5,5,3,1,3,2,0,0
32940226,5,0,1,3,1,4,0,0
32940229,5,4,1,6,1,4,0,0
32940301,3,0,2,1,1,3,0,0
32940302,5,5,4,2,2,3,0,0
32940303,2,2,2,0,1,2,0,0
32940305,4,1,5,0,1,4,0,0
32940306,4,5,0,7,0,5,0,0
32940307,4,5,0,2,0,5,0,0
32940308,4,4,2,0,0,5,0,0
32940310,4,3,1,2,1,4,0,0
32940311,5,4,1,0,1,4,0,0
32940312,4,3,1,2,1,4,0,0
32940315,2,0,2,1,1,2,0,0
32940318,4,2,1,5,1,4,0,0
33930301,4,5,1,10,1,4,0,0
33930304,4,2,3,2,2,3,0,0
33930305,3,1,3,3,1,3,0,0
33930306,5,1,5,4,4,1,0,0
33930307,5,4,2,6,2,3,0,0
33930310,5,4,4,1,4,1,0,0
33930312,4,4,3,2,3,2,0,0
33930313,4,4,5,0,3,2,0,0
33930314,4,4,6,1,4,1,0,0
33930318,5,5,3,0,3,2,0,0
33930319,3,1,4,1,3,1,0,0
33930322,5,1,2,1,2,3,0,0
33930324,1,1,5,0,1,1,0,0
33930326,4,2,5,2,3,2,0,0
33930602,5,5,5,0,3,2,0,0
33930603,2,3,2,1,2,1,0,0
33930604,3,2,6,0,2,2,0,0
33930605,4,3,3,0,2,3,0,0
33930606,2,4,1,11,1,2,0,0
33930607,4,2,2,6,2,3,0,0
33930608,5,3,4,0,2,3,0,0
33930609,4,4,2,5,2,3,0,0
33930613,4,4,2,8,2,3,0,0
33930614,5,1,7,0,4,1,0,0
33930615,5,2,4,0,2,3,0,0
33930616,5,1,7,0,4,1,0,0
33930619,5,2,2,1,1,4,0,0
33930622,5,4,3,0,2,3,0,0
33930623,5,3,3,1,3,2,0,0
33930624,2,0,1,2,1,2,0,0
33930625,5,5,1,6,0,5,0,0
33930627,2,2,2,0,2,1,0,0
33930628,5,1,3,1,2,3,0,0
33930629,5,5,1,1,1,4,0,0
35700101,3,3,1,1,1,3,0,0
35700102,5,2,6,0,4,1,0,0
35700103,4,2,3,0,1,4,0,0
35700104,3,3,5,0,3,1,0,0
35700105,5,5,4,3,3,2,0,0
35700106,2,3,3,2,1,2,0,0
35700107,5,5,5,0,4,1,0,0
35700108,5,4,2,10,2,3,0,0
35700111,5,5,4,6,3,2,0,0
35700113,1,1,0,4,0,2,0,0
35700116,5,4,4,1,3,2,0,0
35700117,3,4,1,0,1,3,0,0
35700119,1,1,1,5,0,2,0,0
35700120,3,5,4,0,2,2,0,0
35700121,3,1,3,0,2,2,0,0
35700122,5,0,1,2,1,4,0,0
35700123,5,4,5,1,4,1,0,0
35700124,3,3,4,0,3,1,0,0
35700201,5,1,6,0,4,1,0,0
35700202,4,1,3,0,3,2,0,0
35700203,5,1,2,13,2,3,0,0
35700204,5,1,5,5,3,2,0,0
35700205,5,3,7,0,5,0,0,0
35700206,5,5,3,1,2,3,0,0
35700207,4,4,6,0,3,2,0,0
35700208,5,5,8,0,5,0,0,0
35700209,5,3,4,1,4,1,0,0
35700210,4,2,3,3,3,2,0,0
35700211,4,4,2,2,2,3,0,0
35700213,5,2,6,1,4,1,0,0
35700214,0,2,0,15,0,1,1,0
35700215,5,3,7,1,5,0,0,0
35700216,4,1,2,1,2,3,0,0
35700217,5,1,4,0,3,2,0,0
35700218,4,2,1,1,1,4,0,0
35700220,5,5,4,1,4,1,0,0
35700221,5,2,6,0,5,0,0,0
35700223,5,5,8,0,4,1,0,0
35770105,5,3,1,3,1,4,0,0
35770107,2,5,0,8,0,3,0,0
35770108,3,5,2,0,0,4,0,0
35770111,4,5,1,0,0,5,0,0
35770112,1,4,0,0,0,2,0,0
35770113,2,5,3,0,2,1,0,0
35770114,3,5,0,4,0,4,0,0
35770116,5,5,4,2,3,2,0,0
35770118,5,4,4,2,2,3,0,0
35770120,4,4,2,7,1,4,0,0
35770121,5,4,2,5,1,4,0,0
35770126,1,4,3,0,1,1,0,0
35770127,3,3,5,0,3,1,0,0
35770128,5,3,0,2,0,5,0,0
35770502,5,3,5,0,4,1,0,0
35770503,3,5,2,3,2,2,0,0
35770505,3,0,2,0,0,4,0,1
35770508,5,5,1,0,0,5,0,0
35770509,3,3,1,0,0,4,0,0
35770511,5,5,3,4,3,2,0,0
35770512,5,5,8,2,5,0,0,0
35770513,5,3,2,3,1,4,0,0
35770515,4,5,2,6,2,3,0,0
35770516,5,5,2,0,2,3,0,0
35770520,5,5,3,3,3,2,0,0
35770521,4,4,7,1,4,1,0,0
35770527,5,1,5,1,5,0,0,0
35860101,5,1,6,1,3,2,0,0
35860102,3,3,1,4,0,4,0,0
35860103,5,1,1,8,1,4,0,0
35860104,5,3,4,4,3,2,0,0
35860106,5,5,3,3,2,3,0,0
35860111,5,4,0,11,0,5,0,0
35860112,5,2,1,5,0,5,0,0
35860114,4,5,4,3,3,2,0,0
35860117,5,5,3,0,3,2,0,0
35860119,5,1,5,0,1,4,0,0
35860120,4,5,4,0,3,2,0,0
35860121,3,3,3,0,2,2,0,0
35860122,5,5,2,2,1,4,0,0
35860123,5,4,1,0,1,4,0,0
35860124,2,5,2,0,2,1,0,0
