youthidCUF,pos_outdegree,neg_outdegree,pos_indegree,neg_indegree,reciprocal,non_reciprocal,pos_isolate,neg_isolate
35860126,5,5,6,0,3,2,0,0
35860127,5,4,7,1,2,3,0,0
35860301,2,3,3,2,2,1,0,0
35860302,5,3,1,5,0,5,0,0
35860303,4,3,4,2,3,2,0,0
35860305,4,2,3,1,3,2,0,0
35860306,4,4,4,3,3,2,0,0
35860307,3,4,5,2,3,1,0,0
35860308,4,5,2,0,2,3,0,0
35860309,3,3,1,11,0,4,0,0
35860312,2,2,2,6,1,2,0,0
35860314,5,3,3,0,2,3,0,0
35860316,5,2,4,2,3,2,0,0
35860317,5,4,3,0,3,2,0,0
35860319,5,2,3,8,2,3,0,0
35860320,5,1,5,0,4,1,0,0
35860321,5,3,3,0,0,5,0,0
35860323,5,1,4,1,3,2,0,0
35860324,0,4,3,1,0,1,0,0
35860326,5,3,3,1,3,2,0,0
35860327,2,5,2,0,2,1,0,0
36190201,5,5,6,1,5,0,0,0
36190205,0,0,0,8,0,1,1,0
36190206,3,1,0,4,0,4,0,0
36190208,5,5,7,0,4,1,0,0
36190209,4,1,2,0,2,3,0,0
36190210,5,2,3,0,3,2,0,0
36190211,5,5,5,1,5,0,0,0
36190212,5,0,6,1,5,0,0,0
36190213,5,5,2,0,2,3,0,0
36190216,2,2,0,10,0,3,0,0
36190218,5,3,4,1,4,1,0,0
36190219,5,3,3,0,2,3,0,0
36190220,4,5,3,0,2,3,0,0
36190223,4,3,2,0,1,4,0,0
36190224,5,5,6,1,5,0,0,0
36190228,5,5,2,1,2,3,0,0
36520206,5,4,3,1,3,2,0,0
36520207,5,3,4,1,2,3,0,0
36520209,5,3,1,6,0,5,0,0
36520210,5,4,4,1,2,3,0,0
36520213,2,3,2,0,2,1,0,0
36520214,3,2,4,0,3,1,0,0
36520216,5,5,2,5,1,4,0,0
36520218,4,4,1,4,1,4,0,0
36520219,2,2,2,4,2,1,0,0
36520221,3,2,2,5,1,3,0,0
36520223,2,5,1,1,1,2,0,0
36540103,2,3,6,3,1,2,0,0
36540104,4,5,2,1,2,3,0,0
36540105,4,2,1,8,1,4,0,0
36540108,4,5,3,1,2,3,0,0
36540109,4,5,2,3,2,3,0,0
36540110,5,0,6,1,3,2,0,0
36540111,5,4,3,4,3,2,0,0
36540112,5,5,7,0,2,3,0,0
36540114,3,2,3,2,3,1,0,0
36540115,4,1,3,0,2,3,0,0
36540118,5,2,3,1,2,3,0,0
36540119,2,2,1,1,1,2,0,0
36540120,5,5,2,3,2,3,0,0
36540122,5,5,4,1,4,1,0,0
36540123,5,5,4,2,4,1,0,0
36540124,4,5,3,0,2,3,0,0
36540125,3,3,2,1,2,2,0,0
36540201,3,1,1,2,1,3,0,0
36540202,5,5,2,0,1,4,0,0
36540203,5,0,3,1,2,3,0,0
36540204,5,4,2,0,2,3,0,0
36540211,5,5,1,3,1,4,0,0
36540212,5,2,4,0,3,2,0,0
36540213,3,4,2,2,2,2,0,0
36540215,3,0,2,4,2,2,0,0
36540216,3,5,2,3,2,2,0,0
36540218,5,5,2,2,2,3,0,0
37150103,5,0,1,5,1,4,0,0
37150104,5,5,4,2,3,2,0,0
37150105,5,5,5,5,5,0,0,0
37150108,5,4,3,2,2,3,0,0
37150109,5,5,4,3,3,2,0,0
37150111,5,5,4,4,4,1,0,0
37150112,5,1,4,4,4,1,0,0
37150113,5,1,5,2,3,2,0,0
37150114,4,0,4,3,4,1,0,0
37150115,5,5,4,1,2,3,0,0
37150116,5,5,4,1,2,3,0,0
37150117,3,4,3,4,3,1,0,0
37150201,5,1,4,1,4,1,0,0
37150202,4,1,2,1,2,3,0,0
37150203,5,3,4,0,3,2,0,0
37150204,5,0,5,3,4,1,0,0
37150205,5,1,5,0,4,1,0,0
37150206,3,2,5,0,2,2,0,0
37150209,4,0,4,3,4,1,0,0
37150210,3,3,2,2,1,3,0,0
37150211,3,2,3,2,2,2,0,0
37150213,3,1,2,1,2,2,0,0
37150215,5,0,5,0,4,1,0,1
37220301,5,4,7,0,4,1,0,0
37220302,5,5,8,6,3,2,0,0
37220303,5,4,5,0,3,2,0,0
37220305,5,2,2,5,2,3,0,0
37220306,4,3,3,1,3,2,0,0
37220308,3,4,4,0,2,2,0,0
37220309,4,3,1,4,1,4,0,0
37220310,3,5,4,1,3,1,0,0
37220312,4,4,2,0,1,4,0,0
37220313,4,0,4,3,3,2,0,0
37220314,5,5,4,0,2,3,0,0
37220315,5,1,5,7,3,2,0,0
37220316,3,1,3,9,0,4,0,0
37220317,2,2,3,8,1,2,0,0
37220318,5,1,3,7,3,2,0,0
37220319,5,5,4,0,2,3,0,0
37220320,5,5,5,2,2,3,0,0
37220321,5,1,3,0,1,4,0,0
37220322,5,5,5,2,2,3,0,0
37220324,5,1,6,0,4,1,0,0
37220325,5,5,4,2,3,2,0,0
38130101,5,5,2,3,1,4,0,0
38130107,5,5,1,0,1,4,0,0
38130108,3,5,1,1,0,4,0,0
38130111,1,1,2,1,1,1,0,0
38130112,2,1,3,2,1,2,0,0
38130114,0,4,1,5,0,1,0,0
38130115,3,1,2,2,2,2,0,0
38130116,5,4,0,3,0,5,0,0
38130120,3,5,2,0,1,3,0,0
38130121,5,0,1,1,1,4,0,0
38130122,1,3,0,8,0,2,0,0
38130201,5,0,1,2,1,4,0,0
38130203,0,2,1,5,0,1,0,0
38130204,4,4,2,1,2,3,0,0
38130206,3,4,2,0,2,2,0,0
38130209,2,2,1,4,1,2,0,0
38130210,4,1,3,0,2,3,0,0
38130211,3,1,1,0,1,3,0,0
38130212,5,2,2,0,2,3,0,0
38130213,3,2,4,0,2,2,0,0
38130215,1,1,2,4,1,1,0,0
38130216,2,4,4,0,2,1,0,0
38130219,2,3,3,1,2,1,0,0
38130220,5,3,2,0,2,3,0,0
38370103,2,2,2,0,1,2,0,0
38370104,5,5,3,1,3,2,0,0
38370109,3,4,1,0,0,4,0,0
38370112,5,2,3,1,2,3,0,0
38370114,4,4,2,0,1,4,0,0
38370116,5,3,1,0,1,4,0,0
38370118,1,5,0,0,0,2,0,0
38370126,4,5,2,2,2,3,0,0
38370127,0,5,0,4,0,1,1,0
38370128,5,4,0,1,0,5,0,0
38370201,5,3,2,3,2,3,0,0
38370202,5,5,3,1,3,2,0,0
38370207,4,1,4,0,3,2,0,0
38370208,5,5,3,2,2,3,0,0
38370210,5,5,4,5,2,3,0,0
38370213,1,2,0,6,0,2,0,0
38370214,5,5,3,3,2,3,0,0
38370216,4,4,2,5,2,3,0,0
38370217,4,4,2,0,1,4,0,0
38370218,3,4,2,1,0,4,0,0
38370223,5,5,6,2,3,2,0,0
38370224,5,4,0,2,0,5,0,0
38370226,5,5,1,6,0,5,0,0
38370227,5,5,4,0,3,2,0,0
38370228,5,5,0,11,0,5,0,0
38370229,4,4,3,0,3,2,0,0
39070202,3,1,1,7,1,3,0,0
39070203,3,5,4,2,3,1,0,0
39070204,5,3,4,3,3,2,0,0
39070205,4,2,2,0,2,3,0,0
39070209,5,5,5,0,4,1,0,0
39070210,5,2,5,0,3,2,0,0
39070211,3,4,1,4,1,3,0,0
39070212,5,3,4,1,4,1,0,0
39070213,5,3,6,0,5,0,0,0
39070215,4,3,4,0,3,2,0,0
39070217,2,3,2,0,1,2,0,0
39070218,5,5,2,1,2,3,0,0
39070219,4,5,3,1,2,3,0,0
39170102,5,4,3,3,2,3,0,0
39170103,5,5,3,7,1,4,0,0
39170104,5,5,7,6,5,0,0,0
39170105,5,3,3,4,2,3,0,0
39170106,4,3,3,5,2,3,0,0
39170107,2,4,3,2,2,1,0,0
39170108,1,4,3,2,0,2,0,0
39170109,5,5,4,6,3,2,0,0
39170110,5,5,6,6,5,0,0,0
39170111,5,3,5,2,4,1,0,0
39170112,5,5,6,0,4,1,0,0
39170113,1,4,1,6,1,1,0,0
39170114,4,5,1,2,1,4,0,0
39170115,5,5,6,0,3,2,0,0
39170117,5,5,2,2,0,5,0,0
39170118,5,5,1,4,1,4,0,0
39170205,5,5,2,0,1,4,0,0
39170207,5,5,2,2,2,3,0,0
39170211,1,5,1,2,0,2,0,0
39170212,5,5,4,0,2,3,0,0
39170213,5,2,4,3,1,4,0,0
39170214,3,5,0,3,0,4,0,0
39170215,3,1,2,1,2,2,0,0
39170216,5,3,3,1,2,3,0,0
39170217,1,5,4,0,1,1,0,0
39170218,5,0,1,3,1,4,0,0
39170219,4,3,3,0,2,3,0,0
39170220,3,2,5,0,2,2,0,0
39280101,5,5,3,2,3,2,0,0
39280102,5,2,4,5,4,1,0,0
39280103,3,3,3,3,3,1,0,0
39280104,5,3,3,4,3,2,0,0
39280105,2,0,2,6,2,1,0,0
39280106,2,5,2,4,2,1,0,0
39280107,5,5,6,0,4,1,0,0
39280108,4,4,4,2,3,2,0,0
39280109,5,5,3,3,3,2,0,0
39280110,5,2,4,0,3,2,0,0
39280112,3,0,4,10,3,1,0,0
39280113,3,3,2,0,2,2,0,0
39280114,5,0,5,0,5,0,0,1
39280115,5,1,4,2,4,1,0,0
39280117,4,5,4,0,3,2,0,0
39280118,5,4,6,0,5,0,0,0
39280119,4,1,4,1,4,1,0,0
39280120,5,1,3,2,3,2,0,0
39280121,5,2,4,1,4,1,0,0
39280122,5,3,7,2,5,0,0,0
39280128,5,2,4,2,4,1,0,0
39280129,3,5,5,1,2,2,0,0
39280130,5,5,6,1,5,0,0,0
39280401,5,4,5,1,4,1,0,0
39280402,3,1,4,1,3,1,0,0
39280403,4,5,3,3,2,3,0,0
39280404,5,0,5,0,4,1,0,1
39280408,4,2,6,1,0,5,0,0
39280409,5,2,6,2,0,5,0,0
39280410,2,3,4,0,1,2,0,0
39280411,5,2,6,0,4,1,0,0
39280412,3,4,3,2,3,1,0,0
39280413,3,0,1,1,1,3,0,0
39280415,4,4,3,8,3,2,0,0
39280416,4,0,0,1,0,5,0,0
39280417,3,3,6,0,3,1,0,0
39280418,3,3,3,0,2,2,0,0
39280419,5,0,2,3,2,3,0,0
39280421,5,2,4,0,3,2,0,0
39280422,5,5,4,4,3,2,0,0
39280423,0,1,0,0,0,1,1,0
39280424,5,2,4,0,3,2,0,0
39280425,4,0,5,1,2,3,0,0
39280427,3,0,3,12,3,1,0,0
39890303,4,5,2,8,2,3,0,0
39890304,5,5,3,1,3,2,0,0
39890305,3,4,5,4,2,2,0,0
39890306,5,4,4,0,4,1,0,0
39890307,5,1,6,0,5,0,0,0
39890309,4,3,1,12,0,5,0,0
39890310,2,5,5,2,2,1,0,0
39890311,5,4,7,1,3,2,0,0
39890312,5,4,3,2,3,2,0,0
39890313,4,4,2,4,2,3,0,0
39890314,5,5,4,6,4,1,0,0
39890316,5,4,9,1,3,2,0,0
39890317,5,3,6,0,4,1,0,0
39890319,5,5,5,0,3,2,0,0
39890320,5,3,3,0,2,3,0,0
39890321,5,5,3,4,3,2,0,0
39890322,3,5,2,6,2,2,0,0
39890324,4,5,3,1,3,2,0,0
39890326,5,5,0,17,0,5,0,0
39890327,5,2,4,1,4,1,0,0
39890501,2,5,1,10,1,2,0,0
39890502,5,5,3,2,3,2,0,0
39890503,3,5,3,0,3,1,0,0
39890505,4,4,3,1,1,4,0,0
39890507,0,3,0,6,0,1,1,0
39890511,5,5,3,2,2,3,0,0
39890514,5,5,4,1,3,2,0,0
39890516,2,3,3,1,2,1,0,0
39890518,5,5,3,0,1,4,0,0
39890519,5,4,2,2,2,3,0,0
39890520,5,4,2,6,2,3,0,0
39890521,1,0,3,2,1,1,0,0
39890523,3,4,3,1,3,1,0,0
39890524,3,3,3,1,3,1,0,0
39890527,2,5,1,9,1,2,0,0
40220101,5,0,1,2,0,5,0,0
40220102,5,0,2,3,2,3,0,0
40220104,3,2,4,0,2,2,0,0
40220105,4,3,4,0,3,2,0,0
40220106,5,1,5,0,3,2,0,0
40220107,5,3,2,0,1,4,0,0
40220109,4,3,3,2,3,2,0,0
40220112,5,0,4,0,3,2,0,1
40220115,3,1,2,1,2,2,0,0
40220118,3,3,3,2,1,3,0,0
40220119,5,3,4,1,4,1,0,0
40220201,5,3,2,2,2,3,0,0
40220202,5,4,4,0,2,3,0,0
40220203,3,2,2,2,2,2,0,0
40220204,4,4,2,2,2,3,0,0
40220206,5,5,6,1,4,1,0,0
40220207,5,5,3,2,2,3,0,0
40220209,2,1,3,0,2,1,0,0
40220212,5,5,5,2,3,2,0,0
40220213,5,5,1,3,0,5,0,0
40220216,4,4,1,3,1,4,0,0
40220219,3,3,2,3,2,2,0,0
40220220,5,3,1,5,1,4,0,0
40220221,4,4,2,1,1,4,0,0
40220222,5,2,2,0,2,3,0,0
40220223,5,4,8,0,4,1,0,0
40220224,5,5,1,6,0,5,0,0
41710103,4,4,4,0,2,3,0,0
41710105,3,1,3,3,2,2,0,0
41710106,4,3,4,3,3,2,0,0
41710107,5,3,4,1,3,2,0,0
41710108,3,1,4,3,3,1,0,0
41710111,5,5,1,2,0,5,0,0
41710116,1,1,0,3,0,2,0,0
41710120,3,5,3,1,1,3,0,0
41710121,5,2,0,2,0,5,0,0
41710122,3,3,0,9,0,4,0,0
41710123,3,5,1,1,0,4,0,0
41710201,5,5,1,2,1,4,0,0
41710203,5,3,1,1,0,5,0,0
41710205,3,4,1,4,0,4,0,0
41710206,5,5,0,6,0,5,0,0
41710208,3,5,1,9,1,3,0,0
41710209,4,2,1,6,1,4,0,0
41710211,5,0,9,1,3,2,0,0
41710212,5,5,7,2,4,1,0,0
41710214,5,5,4,0,1,4,0,0
41710217,5,4,1,3,1,4,0,0
41710219,5,5,4,3,3,2,0,0
41710220,4,4,0,0,0,5,0,0
41710221,5,0,4,1,1,4,0,0
42110504,3,1,3,0,1,3,0,0
42110507,4,5,0,0,0,5,0,0
42110509,5,5,0,2,0,5,0,0
42110512,5,4,1,3,0,5,0,0
42110513,5,5,3,1,2,3,0,0
42110514,5,4,2,4,1,4,0,0
42110516,5,5,2,0,1,4,0,0
42110517,5,4,2,0,1,4,0,0
42110518,2,5,3,0,2,1,0,0
42110520,5,2,1,3,1,4,0,0
42110521,1,2,2,2,1,1,0,0
42110524,3,4,4,0,1,3,0,0
42110525,1,1,3,0,1,1,0,0
42110526,1,1,0,2,0,2,0,0
43530203,4,3,2,3,1,4,0,0
43530204,4,1,0,9,0,5,0,0
43530205,3,4,2,1,1,3,0,0
43530211,5,1,6,0,5,0,0,0
43530212,5,1,4,0,3,2,0,0
43530213,5,5,6,0,4,1,0,0
43530214,4,5,6,0,4,1,0,0
43530215,5,4,4,2,4,1,0,0
43530217,5,2,4,3,4,1,0,0
43530218,4,1,2,1,2,3,0,0
45460101,5,5,2,2,1,4,0,0
45460102,5,3,3,2,2,3,0,0
45460103,2,3,1,0,1,2,0,0
45460106,3,3,1,10,1,3,0,0
45460107,4,3,5,1,2,3,0,0
45460108,2,3,1,1,1,2,0,0
45460111,5,2,4,3,4,1,0,0
45460113,5,4,6,3,4,1,0,0
45460114,5,2,3,3,3,2,0,0
45460115,4,2,1,1,0,5,0,0
45460117,3,3,6,0,2,2,0,0
45460118,3,5,2,1,2,2,0,0
45460121,4,5,4,0,2,3,0,0
45460122,2,3,1,3,1,2,0,0
45460123,2,2,1,5,0,3,0,0
45460124,0,0,1,0,0,1,0,1
45460126,4,5,4,0,2,3,0,0
45460129,2,3,1,12,1,2,0,0
45460201,4,4,2,2,2,3,0,0
45460202,5,0,4,0,3,2,0,1
45460203,4,4,5,7,4,1,0,0
45460204,2,3,1,2,0,3,0,0
45460205,2,2,0,7,0,3,0,0
45460206,5,1,2,1,1,4,0,0
45460207,4,4,3,5,3,2,0,0
45460208,5,5,4,0,3,2,0,0
45460209,5,5,5,0,5,0,0,0
45460211,5,5,2,1,2,3,0,0
45460212,2,3,4,9,2,1,0,0
45460213,3,1,1,6,1,3,0,0
45460214,1,0,2,2,1,1,0,0
45460219,5,1,9,0,3,2,0,0
45460220,4,3,7,0,3,2,0,0
45460221,5,3,5,1,4,1,0,0
45460222,5,5,2,4,2,3,0,0
45460224,5,5,5,0,4,1,0,0
45460225,5,3,4,1,3,2,0,0
45460226,5,3,5,1,3,2,0,0
45460228,5,5,3,1,3,2,0,0
45460229,5,2,4,6,4,1,0,0
45760101,5,5,5,6,5,0,0,0
45760102,5,5,4,4,4,1,0,0
45760104,5,5,4,5,4,1,0,0
45760105,4,5,5,3,1,4,0,0
45760106,5,3,4,7,4,1,0,0
45760107,5,5,3,2,2,3,0,0
45760108,2,2,3,2,2,1,0,0
45760109,2,5,2,4,2,1,0,0
45760110,4,5,2,4,2,3,0,0
45760111,5,5,0,7,0,5,0,0
45760114,3,5,3,0,3,1,0,0
45760115,5,3,5,7,5,0,0,0
45760116,3,5,3,6,2,2,0,0
45760118,5,5,6,1,3,2,0,0
45760119,2,4,2,5,2,1,0,0
45760120,4,5,2,4,2,3,0,0
45760121,5,1,4,3,2,3,0,0
45760123,3,5,2,1,1,3,0,0
45760204,2,5,3,0,2,1,0,0
45760205,5,5,1,0,1,4,0,0
45760206,2,5,3,1,2,1,0,0
45760207,5,3,2,0,2,3,0,0
45760209,5,5,6,2,3,2,0,0
45760210,5,4,4,0,4,1,0,0
45760212,3,3,2,1,1,3,0,0
45760213,5,0,2,2,2,3,0,0
45760215,5,5,1,5,1,4,0,0
45760219,5,5,6,0,4,1,0,0
45760221,5,3,4,0,4,1,0,0
45760222,2,4,3,0,2,1,0,0
45760224,4,1,2,1,2,3,0,0
45760225,3,4,2,1,2,2,0,0
45830201,3,5,3,3,3,1,0,0
45830204,5,1,4,1,2,3,0,0
45830205,2,3,2,1,1,2,0,0
45830206,5,1,2,3,2,3,0,0
45830209,4,5,4,3,3,2,0,0
45830211,3,3,3,3,1,3,0,0
45830214,5,1,5,2,4,1,0,0
45830215,4,0,2,3,1,4,0,0
45830216,5,5,2,3,1,4,0,0
45830217,5,1,1,3,1,4,0,0
45830218,4,2,6,0,3,2,0,0
45830301,5,1,0,1,0,5,0,0
45830305,5,5,2,1,2,3,0,0
45830307,3,2,2,0,1,3,0,0
45830308,4,3,4,2,3,2,0,0
45830310,4,4,6,0,4,1,0,0
45830311,5,3,4,1,3,2,0,0
45830312,5,3,7,2,5,0,0,0
45830313,5,5,2,7,2,3,0,0
45830315,4,5,1,1,1,4,0,0
45830317,4,5,3,2,2,3,0,0
45830318,5,4,5,1,3,2,0,0
45830319,5,3,4,0,3,2,0,0
45830320,2,2,2,7,1,2,0,0
45830321,5,5,5,3,3,2,0,0
45830322,5,3,5,1,3,2,0,0
45840102,5,2,4,0,3,2,0,0
45840103,4,3,3,1,2,3,0,0
45840104,3,3,3,5,1,3,0,0
45840105,3,0,0,12,0,4,0,0
45840106,5,2,3,0,3,2,0,0
45840107,4,2,2,2,1,4,0,0
45840108,4,3,3,1,2,3,0,0
45840109,5,1,2,0,1,4,0,0
45840110,4,2,1,7,1,4,0,0
45840111,5,5,4,0,3,2,0,0
45840113,5,3,4,0,2,3,0,0
45840114,2,5,3,0,1,2,0,0
45840118,5,2,2,0,2,3,0,0
45860301,3,3,0,2,0,4,0,0
45860302,5,4,5,0,4,1,0,0
45860305,1,0,1,0,1,1,0,1
45860306,3,3,1,1,1,3,0,0
45860307,4,0,6,1,3,2,0,0
45860309,3,4,0,6,0,4,0,0
45860310,5,1,6,0,4,1,0,0
45860311,5,1,2,2,2,3,0,0
45860312,5,3,4,3,3,2,0,0
45860313,4,5,5,1,3,2,0,0
45860314,4,5,1,2,1,4,0,0
45860319,3,5,1,3,1,3,0,0
45860321,4,0,0,6,0,5,0,0
45860322,4,4,3,3,2,3,0,0
45860323,4,5,3,3,2,3,0,0
45860324,2,1,2,3,1,2,0,0
45860325,3,2,2,4,2,2,0,0
47350101,5,2,2,5,2,3,0,0
47350102,5,2,3,5,3,2,0,0
47350103,5,1,6,4,4,1,0,0
47350105,5,5,5,0,3,2,0,0
47350107,5,4,4,2,4,1,0,0
47350108,5,5,7,2,4,1,0,0
47350109,5,5,8,4,5,0,0,0
47350110,5,1,3,6,2,3,0,0
47350112,5,3,5,1,3,2,0,0
47350114,4,0,5,2,4,1,0,0
47350115,5,5,4,3,3,2,0,0
47350118,4,5,3,1,3,2,0,0
47350119,3,3,4,1,1,3,0,0
47350120,5,4,3,1,3,2,0,0
47350122,3,4,4,0,2,2,0,0
47350123,5,5,4,5,4,1,0,0
47350124,3,5,4,4,3,1,0,0
47350125,5,5,3,1,3,2,0,0
47350128,5,5,4,0,2,3,0,0
47580301,5,5,4,2,2,3,0,0
47580302,5,3,7,4,4,1,0,0
47580303,5,3,5,1,3,2,0,0
47580304,5,5,2,2,1,4,0,0
47580305,5,3,2,1,1,4,0,0
47580306,5,3,4,2,3,2,0,0
47580310,5,5,3,0,3,2,0,0
47580311,3,5,1,8,0,4,0,0
47580313,3,5,1,9,1,3,0,0
47580314,4,5,4,0,2,3,0,0
47580316,5,4,6,2,4,1,0,0
47580317,5,3,3,2,1,4,0,0
47580319,4,4,7,2,4,1,0,0
47580320,5,3,0,9,0,5,0,0
47580321,3,5,2,0,1,3,0,0
47580322,5,4,1,1,1,4,0,0
47580323,5,5,2,3,2,3,0,0
47580324,5,1,4,0,4,1,0,0
47580325,1,4,1,15,1,1,0,0
47580603,5,0,3,0,3,2,0,1
47580605,0,5,0,10,0,1,1,0
47580609,5,3,2,0,1,4,0,0
47580610,4,5,1,3,1,4,0,0
47580611,5,1,7,0,4,1,0,0
47580613,3,5,1,2,1,3,0,0
47580614,3,4,1,2,0,4,0,0
47580615,5,5,5,2,4,1,0,0
47580616,3,2,3,0,2,2,0,0
47580619,5,5,1,8,1,4,0,0
47580620,2,5,2,0,1,2,0,0
47580621,5,5,6,0,5,0,0,0
47580622,3,4,1,8,1,3,0,0
47580624,3,5,1,1,1,3,0,0
47580625,5,0,2,0,1,4,0,1
47580626,5,2,3,4,2,3,0,0
47580627,4,2,6,0,4,1,0,0
47650102,5,5,6,2,2,3,0,0
47650103,4,5,1,6,1,4,0,0
47650106,5,3,7,0,4,1,0,0
47650108,5,0,1,4,1,4,0,0
47650109,2,5,2,4,1,2,0,0
47650110,5,0,5,0,5,0,0,1
47650111,4,5,1,3,1,4,0,0
47650113,5,3,5,1,4,1,0,0
47650114,5,3,6,4,5,0,0,0
47650115,4,5,2,3,2,3,0,0
47650118,3,4,1,2,1,3,0,0
47650119,3,3,3,4,2,2,0,0
47650120,5,2,4,0,4,1,0,0
47650121,2,4,1,3,1,2,0,0
47650122,1,5,0,5,0,2,0,0
47650123,5,0,5,0,5,0,0,1
47650124,4,4,3,1,3,2,0,0
47650125,4,4,3,4,2,3,0,0
47650126,5,0,2,3,2,3,0,0
47650302,4,5,6,0,2,3,0,0
47650303,4,1,7,4,4,1,0,0
47650305,5,1,5,2,4,1,0,0
47650307,5,2,2,3,2,3,0,0
47650308,5,3,3,4,2,3,0,0
47650310,4,5,3,0,1,4,0,0
47650313,5,5,3,5,2,3,0,0
47650314,5,3,2,9,2,3,0,0
47650316,5,5,6,2,5,0,0,0
47650317,4,2,10,1,4,1,0,0
47650318,4,5,1,9,1,4,0,0
47650319,5,5,3,1,3,2,0,0
47650320,5,5,4,4,4,1,0,0
47650321,5,5,2,0,2,3,0,0
47650322,5,5,2,0,2,3,0,0
47650323,5,3,4,0,3,2,0,0
47650324,5,5,3,8,1,4,0,0
47650325,5,5,7,0,4,1,0,0
47650326,0,3,0,2,0,1,1,0
47650328,2,5,0,11,0,3,0,0
47750101,5,5,2,3,1,4,0,0
47750102,5,4,2,1,2,3,0,0
47750103,4,4,1,10,1,4,0,0
47750105,5,5,8,0,3,2,0,0
47750107,4,4,1,4,1,4,0,0
47750109,0,1,1,3,0,1,0,0
47750115,4,3,0,5,0,5,0,0
47750116,5,2,3,1,3,2,0,0
47750118,5,5,4,0,1,4,0,0
47750122,4,5,4,5,3,2,0,0
47750123,4,2,2,0,2,3,0,0
47750124,1,3,3,0,1,1,0,0
47750125,4,2,4,0,2,3,0,0
47750126,4,0,5,0,3,2,0,1
47750128,1,0,2,3,1,1,0,0
47750401,5,5,4,0,4,1,0,0
47750402,2,5,2,5,2,1,0,0
47750403,3,5,2,5,1,3,0,0
47750405,5,5,2,3,1,4,0,0
47750406,2,1,4,1,2,1,0,0
47750407,4,4,2,1,2,3,0,0
47750410,5,2,3,0,2,3,0,0
47750411,5,0,5,1,4,1,0,0
47750413,5,2,7,1,5,0,0,0
47750416,4,1,4,5,3,2,0,0
47750417,5,5,3,2,2,3,0,0
47750418,5,3,3,1,3,2,0,0
47750419,2,2,2,6,2,1,0,0
47750420,5,5,5,1,4,1,0,0
47750421,4,3,3,5,3,2,0,0
47750422,5,1,5,3,4,1,0,0
47750423,5,4,5,0,4,1,0,0
47750425,3,4,2,5,2,2,0,0
48790101,4,1,2,2,2,3,0,0
48790104,5,3,1,2,1,4,0,0
48790106,5,1,4,0,2,3,0,0
48790108,3,4,2,1,2,2,0,0
48790111,3,4,2,3,1,3,0,0
48790113,5,5,1,0,0,5,0,0
48790114,5,5,2,3,2,3,0,0
48790115,5,2,3,2,2,3,0,0
48790119,5,4,2,1,1,4,0,0
48790121,5,5,1,1,1,4,0,0
48790123,3,1,3,2,2,2,0,0
49670101,5,0,4,0,3,2,0,1
49670102,0,0,0,2,0,1,1,0
49670103,5,0,3,5,3,2,0,0
49670104,5,1,1,4,1,4,0,0
49670106,1,1,1,2,1,1,0,0
49670107,4,1,2,8,2,3,0,0
49670108,5,3,6,2,4,1,0,0
49670109,2,3,7,1,2,1,0,0
49670111,4,3,4,0,3,2,0,0
49670112,3,5,2,3,2,2,0,0
49670113,3,3,3,0,3,1,0,0
49670114,2,5,5,1,2,1,0,0
49670115,4,4,3,0,2,3,0,0
49670116,4,2,4,0,3,2,0,0
49670117,3,3,4,3,3,1,0,0
49670118,3,0,4,1,3,1,0,0
49670120,2,5,2,0,2,1,0,0
49670121,4,2,1,9,1,4,0,0
49670122,3,1,4,1,3,1,0,0
49670123,5,0,2,2,2,3,0,0
49670124,5,5,5,1,3,2,0,0
49840101,5,5,3,0,3,2,0,0
49840103,5,5,7,0,5,0,0,0
49840104,5,5,6,2,4,1,0,0
49840105,4,4,5,1,4,1,0,0
49840107,5,1,7,2,5,0,0,0
49840108,5,0,3,1,3,2,0,0
49840111,5,5,0,11,0,5,0,0
49840114,5,5,2,1,1,4,0,0
49840116,5,5,2,1,2,3,0,0
49840118,5,5,5,3,5,0,0,0
49840119,3,3,4,4,2,2,0,0
49840120,3,4,5,2,3,1,0,0
49840121,5,3,6,0,5,0,0,0
49840122,5,5,4,7,3,2,0,0
49840401,5,0,4,1,3,2,0,0
49840404,5,3,4,0,4,1,0,0
49840405,3,1,3,4,2,2,0,0
49840406,3,4,1,5,1,3,0,0
49840407,5,5,5,2,5,0,0,0
49840409,3,5,3,2,3,1,0,0
49840410,3,4,3,1,3,1,0,0
49840412,2,3,2,3,2,1,0,0
49840413,4,5,3,3,3,2,0,0
49840417,5,0,4,3,3,2,0,0
49840418,5,2,3,3,3,2,0,0
49840420,5,0,4,3,3,2,0,0
49840422,5,2,5,1,5,0,0,0
49840424,3,4,3,0,3,1,0,0
49840426,1,1,3,1,1,1,0,0
49940101,5,3,3,2,3,2,0,0
49940102,5,3,4,1,3,2,0,0
49940103,5,4,4,0,3,2,0,0
49940107,2,5,3,7,2,1,0,0
49940109,4,3,2,5,2,3,0,0
49940111,4,4,3,2,3,2,0,0
49940112,2,3,3,0,0,3,0,0
49940113,3,3,5,4,3,1,0,0
49940114,5,4,3,1,3,2,0,0
49940115,5,4,1,1,0,5,0,0
49940117,3,0,3,8,3,1,0,0
49940118,4,0,5,0,3,2,0,1
49940119,3,1,3,3,3,1,0,0
49940120,3,0,2,3,1,3,0,0
49940121,3,1,0,1,0,4,0,0
49940122,0,1,4,0,0,1,0,0
