youthidCUF,classidCUF.x,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_date,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_migage,y1_educm3,y1_educf3,y1_gradem_geCUF,y1_gradesc_geCUF,y1_gradee_geCUF,y1_repeat,y1_iseimG,y1_iseifG,y1_edasp1CS,y1_edasp2CS,y1_edasp3CS,y1_sspm,y1_sspsc,y1_sspe,y1_seff1,y1_seff2,y1_valed1,y1_asch2,y1_asch1,y1_tenc1,y1_tenc2,y1_tenc3,y1_idsc,y1_club,y1_generationGCUF,class_size,classidCUF.y,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,classidCUF,y1_cot_sum,y1_lat_sum
35860321,358603,3586,5,1,1996,1,5,5,5,5,4,6,8,4,4,-88,-88,-88,3,2,2,2,2,3,3,2,3,4,4,2,1,2,2,2,2,-77,1,1,1,1,1,1,81.91999816894531,81.91999816894531,9,9,9,2,2,1,1,1,1,2,5,2,3,1,1,1,0,20,358603,0,3,0,3,5,0,0,5,5,358603,24,19
35860323,358603,3586,5,2,1996,1,5,5,5,5,4,7,8,4,4,3,3,4,3,2,3,3,3,3,3,2,3,3,2,2,1,3,2,3,2,2,2,1,2,2,1,1,62.38999938964844,61.18000030517578,9,9,9,4,3,1,2,2,1,2,4,3,2,2,2,1,1,20,358603,1,1,0,4,5,0,3,2,5,358603,22,16
35860324,358603,3586,5,1,1995,2,5,5,5,5,4,5,7,3,4,4,3,4,3,2,3,3,2,3,3,3,3,3,2,3,2,2,2,3,3,-77,1,1,2,1,1,1,81.91999816894531,88.69999694824219,9,-99,-55,3,2,2,2,2,2,2,3,4,4,2,2,1,2,20,358603,1,4,0,3,0,0,0,1,0,358603,21,17
35860326,358603,3586,5,1,1996,1,5,5,4,4,4,6,9,4,4,3,4,4,4,2,2,4,1,4,4,3,4,4,4,1,1,2,4,5,4,-77,2,1,1,1,2,1,49.29999923706055,62.38999938964844,9,9,9,2,2,3,1,1,1,2,4,3,3,3,2,1,0,20,358603,1,3,0,3,5,0,3,2,5,358603,25,15
35860327,358603,3586,5,1,1996,1,5,5,5,5,4,6,8,5,3,4,4,4,4,1,4,4,2,4,4,2,4,4,5,2,2,2,2,5,3,-77,1,1,1,2,2,1,75.25,81.91999816894531,9,9,9,4,2,3,2,2,1,3,5,3,3,4,1,1,0,20,358603,0,5,0,2,2,0,2,1,2,358603,20,14
36190210,361902,3619,1,2,1995,1,4,4,4,3,4,8,10,5,5,3,4,3,4,2,2,4,1,4,3,1,4,4,5,1,1,1,4,3,2,-77,2,2,1,1,2,1,43.33000183105469,41.27000045776367,8,7,7,2,2,2,1,1,2,1,5,2,2,4,1,1,0,17,361902,0,2,0,3,5,0,3,2,5,361902,19,9
36190211,361902,3619,1,1,1994,1,4,4,3,2,-88,4,7,5,5,4,3,3,3,2,3,3,2,3,2,2,3,5,3,2,1,3,2,2,2,-77,2,2,2,3,3,2,21.81999969482422,21.81999969482422,7,7,7,2,3,3,2,2,1,1,3,2,3,3,2,2,0,17,361902,1,5,0,5,5,0,5,0,5,361902,19,11
36190212,361902,3619,1,1,1995,3,3,3,3,4,3,6,8,5,5,4,4,4,4,2,2,3,3,4,2,3,2,4,2,2,3,2,4,2,3,-77,-99,-99,1,1,2,2,16.3799991607666,22.56999969482422,7,7,-99,1,3,4,2,1,1,2,4,2,2,5,3,2,2,17,361902,1,0,0,6,5,0,5,0,5,361902,23,6
36190213,361902,3619,1,2,1996,1,5,5,4,4,3,8,9,5,5,4,3,4,4,1,1,4,1,4,4,1,4,5,5,1,1,2,5,4,4,-77,2,2,2,1,1,1,35.34000015258789,35.34000015258789,8,8,8,2,2,2,1,1,1,1,5,1,2,5,1,2,0,17,361902,0,5,0,2,5,0,2,3,5,361902,23,12
36190216,361902,3619,1,1,1994,1,4,4,4,4,4,8,9,4,4,4,3,3,3,1,3,4,2,4,3,2,4,3,4,2,2,2,4,3,4,-77,2,2,2,3,1,2,32.5,30.469999313354492,7,7,7,3,3,2,2,2,2,1,4,3,3,2,2,2,0,17,361902,10,2,0,0,2,0,0,3,2,361902,12,16
36190218,361902,3619,1,1,1994,2,3,3,4,3,3,7,8,2,5,3,4,4,3,1,1,2,1,3,3,2,3,5,5,2,1,1,2,2,3,10,2,2,3,1,1,1,28.479999542236328,25.950000762939453,8,7,7,3,2,2,2,2,1,1,4,3,2,1,3,2,1,17,361902,1,3,0,4,5,0,4,1,5,361902,21,9
36190219,361902,3619,1,2,1995,1,4,4,3,3,4,8,10,5,5,4,3,3,4,2,3,3,2,4,3,1,5,5,5,2,2,2,3,4,4,-77,2,2,1,1,1,1,44.13999938964844,62.38999938964844,8,7,8,2,2,2,1,1,2,2,4,2,2,4,1,1,0,17,361902,0,3,0,3,5,0,2,3,5,361902,24,14
36190220,361902,3619,1,2,1996,1,5,5,5,5,4,9,8,5,5,4,4,4,4,2,3,2,4,4,3,2,4,4,4,2,2,2,2,3,3,-77,2,-99,1,1,1,1,56.63999938964844,-55,8,8,8,2,2,2,1,1,2,1,5,2,2,3,1,2,0,17,361902,0,5,0,3,4,0,2,3,4,361902,20,15
36190223,361902,3619,1,1,1996,1,4,5,4,4,4,8,9,5,4,4,4,4,4,2,2,4,2,4,3,2,4,5,4,2,1,2,5,5,5,-77,2,2,1,1,2,1,14.210000038146973,-88,8,7,7,2,3,2,2,2,2,2,3,2,2,1,1,1,0,17,361902,0,3,0,2,4,0,1,4,4,361902,18,7
36190224,361902,3619,1,1,1995,1,4,5,4,4,4,5,9,4,4,4,4,4,2,2,3,3,2,3,3,3,2,3,2,1,1,2,3,3,3,-77,2,-88,2,1,1,1,28.1200008392334,37.83000183105469,9,7,7,2,2,2,1,1,1,2,3,2,3,4,1,1,0,17,361902,1,5,0,6,5,0,5,0,5,361902,16,15
36190228,361902,3619,1,1,1995,2,3,4,4,3,3,8,9,5,4,3,3,4,3,2,3,2,2,3,3,3,4,2,5,3,1,2,5,4,3,-77,2,2,1,3,2,1,14.210000038146973,14.569999694824219,8,7,8,2,4,3,2,1,1,1,5,2,2,2,3,2,2,17,361902,1,5,0,2,5,0,2,3,5,361902,19,8
36520210,365202,3652,1,1,1993,-99,5,5,4,3,4,5,10,4,4,4,4,4,3,1,3,4,2,4,4,1,2,4,4,1,1,1,3,3,3,-77,-99,-99,-88,-88,-88,2,-88,-88,7,6,-99,2,3,4,2,2,1,2,5,2,2,1,4,1,2,11,365202,1,4,0,4,5,0,2,3,5,365202,16,4
36520213,365202,3652,1,1,1994,-99,4,5,5,3,3,2,4,1,5,4,2,3,3,1,3,1,3,1,1,4,1,1,1,2,4,4,1,1,1,5,-99,-99,1,1,1,2,14.210000038146973,26.850000381469727,9,7,7,3,2,1,1,1,1,1,5,1,1,2,1,1,1,11,365202,0,3,0,2,2,0,2,1,2,365202,13,6
36520214,365202,3652,1,2,1996,3,4,4,4,4,4,4,8,4,4,4,4,4,3,1,3,4,3,4,3,2,4,5,4,2,1,3,4,4,3,-77,2,2,3,1,3,1,14.210000038146973,26.600000381469727,7,7,8,4,3,3,2,1,2,4,4,3,2,3,4,2,2,11,365202,0,2,0,4,3,0,3,1,3,365202,15,10
36520216,365202,3652,1,1,1995,1,5,5,5,5,4,3,5,4,5,4,3,4,3,2,3,3,2,3,3,1,5,3,5,1,1,1,3,5,1,-77,2,2,-88,-88,-88,1,26.639999389648438,25.950000762939453,9,-99,8,1,1,1,1,1,1,1,5,1,1,3,1,2,0,11,365202,5,5,0,2,5,0,1,4,5,365202,24,13
36520218,365202,3652,1,1,1995,3,4,4,4,3,3,8,10,4,4,4,4,4,4,2,3,2,1,4,3,1,4,3,3,1,1,1,1,2,3,-77,2,2,1,1,2,1,-88,-88,9,8,-99,1,3,3,1,1,1,1,5,1,2,4,3,1,2,11,365202,4,4,0,1,4,0,1,4,4,365202,15,10
36520219,365202,3652,1,2,1996,3,4,-88,-88,-88,3,9,8,5,5,4,4,4,4,1,3,3,3,4,3,2,4,3,2,3,2,3,1,2,1,-77,-88,1,1,3,3,1,-88,57.380001068115234,7,6,7,4,2,3,1,1,1,1,5,1,5,5,2,1,2,11,365202,4,2,0,2,2,0,2,1,2,365202,8,5
36520221,365202,3652,1,1,1996,1,4,5,4,4,-88,5,9,2,5,4,4,4,4,-88,1,4,1,3,3,1,5,2,4,1,1,1,3,2,2,-77,2,1,1,1,2,1,44.13999938964844,57.380001068115234,9,8,8,2,1,2,1,1,1,1,5,2,2,3,3,-88,2,11,365202,5,2,0,2,3,0,1,3,3,365202,20,11
36520223,365202,3652,1,2,1994,1,3,4,4,3,3,5,7,4,5,4,4,4,3,1,2,3,1,2,3,2,2,4,5,2,1,1,1,1,1,9,2,1,1,3,2,2,24.149999618530273,27.25,9,7,9,2,3,3,1,1,1,1,5,3,3,2,4,2,1,11,365202,1,5,0,1,2,0,1,2,2,365202,21,4
36540110,365401,3654,5,2,1996,1,4,4,5,5,4,6,7,4,4,2,2,2,3,2,2,4,3,4,3,2,3,3,3,2,3,2,3,3,3,-77,2,2,1,1,1,1,22.360000610351562,55.029998779296875,8,8,8,2,2,4,2,2,1,3,4,2,3,3,2,2,0,17,365401,1,0,0,6,5,0,3,2,5,365401,24,13
36540111,365401,3654,5,1,1994,3,4,4,4,4,4,4,6,4,5,4,4,4,3,2,3,3,3,4,4,3,2,3,1,3,2,3,2,4,3,3,2,2,1,2,2,3,-88,27.90999984741211,9,8,9,4,3,3,1,2,1,2,4,3,3,2,3,2,1,17,365401,4,4,0,3,5,0,3,2,5,365401,16,15
36540112,365401,3654,5,2,1994,1,4,4,3,4,4,5,6,2,3,4,4,4,3,2,3,2,3,3,3,4,4,4,3,2,2,2,4,4,3,-77,2,2,1,1,2,3,43.33000183105469,56.5,8,8,8,5,2,3,2,2,2,2,4,4,3,2,1,1,0,17,365401,0,5,0,7,5,0,2,3,5,365401,22,18
36540114,365401,3654,5,2,1995,3,4,4,4,4,4,3,7,5,5,4,4,4,4,2,4,4,4,4,4,2,5,2,2,2,2,4,2,4,2,-77,2,-99,1,1,2,1,25.040000915527344,54.540000915527344,9,9,9,4,3,3,1,1,1,2,5,3,3,3,2,2,2,17,365401,2,2,0,3,3,0,3,1,3,365401,18,10
36540115,365401,3654,5,1,1996,1,4,5,4,4,4,7,8,3,4,3,3,4,3,2,2,3,3,3,4,3,4,4,4,2,1,1,5,5,4,-77,2,2,1,1,1,1,47.83000183105469,28.479999542236328,9,8,-99,2,3,3,1,2,1,2,4,2,2,3,1,1,0,17,365401,0,1,0,3,4,0,2,3,4,365401,19,18
36540118,365401,3654,5,1,1994,1,3,3,3,3,3,8,10,5,4,4,4,4,3,2,2,3,2,4,3,2,3,4,3,1,1,1,2,4,2,10,1,2,1,2,1,1,76.48999786376953,28.520000457763672,8,7,8,4,3,2,1,1,1,1,5,2,3,4,2,1,1,17,365401,1,2,0,3,5,0,2,3,5,365401,18,9
36540119,365401,3654,5,2,1993,3,2,3,3,3,3,7,8,5,5,3,3,3,3,1,2,3,2,3,4,3,4,4,4,2,2,2,4,3,4,15,2,2,1,2,-88,3,56,-55,8,7,8,3,4,5,2,3,2,2,4,3,3,4,3,2,1,17,365401,1,2,0,1,2,0,1,2,2,365401,20,6
36540120,365401,3654,5,2,1995,1,5,5,5,5,4,10,6,5,5,4,4,4,4,2,3,3,4,3,2,1,4,2,2,1,1,3,1,1,1,4,1,2,1,1,1,1,16.5,21.1299991607666,8,8,9,3,2,1,2,1,2,1,5,2,4,5,2,1,1,17,365401,3,5,0,2,5,0,2,3,5,365401,17,11
36540122,365401,3654,5,2,1995,1,3,4,3,3,4,9,9,5,5,4,3,4,3,-88,2,1,1,4,3,1,4,5,5,1,1,2,3,2,2,-77,2,2,3,2,2,1,25.040000915527344,37.220001220703125,9,9,9,2,2,3,1,1,1,1,5,1,1,5,3,1,-55,17,365401,1,5,0,4,5,0,4,1,5,365401,21,8
36540123,365401,3654,5,2,1995,2,4,5,4,4,4,6,7,4,4,4,4,4,3,2,3,4,1,3,3,1,2,2,2,1,1,1,2,4,2,-77,2,2,1,1,2,1,26.639999389648438,33.7599983215332,8,8,8,4,3,2,1,1,2,1,5,2,2,2,3,1,2,17,365401,2,5,0,4,5,0,4,1,5,365401,20,14
36540124,365401,3654,5,1,1996,3,3,4,3,3,4,3,8,4,5,4,4,4,4,2,4,3,2,4,3,2,4,4,3,2,2,3,2,4,3,-77,2,-99,3,2,1,1,14.210000038146973,24.68000030517578,9,8,9,4,4,3,1,1,2,2,5,3,4,4,4,1,2,17,365401,0,5,0,3,4,0,2,3,4,365401,21,10
36540125,365401,3654,5,1,1996,3,2,4,4,2,4,7,10,5,4,4,4,4,4,2,1,4,1,4,3,3,5,5,3,2,2,3,3,1,2,-77,2,2,1,1,1,1,25.040000915527344,-88,8,8,8,3,3,4,2,2,1,1,5,3,3,2,4,1,2,17,365401,1,3,0,2,3,0,2,2,3,365401,20,12
36540211,365402,3654,5,1,1996,2,4,3,5,4,4,8,10,5,5,4,4,4,4,1,2,3,1,4,4,1,4,4,4,2,1,2,3,3,4,-77,2,2,3,1,1,1,29.469999313354492,25.059999465942383,8,8,8,3,3,1,2,2,1,1,5,2,2,2,2,1,2,10,365402,3,5,0,1,5,0,1,4,5,365402,22,13
36540212,365402,3654,5,2,1995,1,4,3,4,4,3,7,10,4,4,4,4,4,3,1,3,4,1,3,3,1,5,5,5,2,1,1,4,4,4,-77,2,2,3,1,1,1,25.040000915527344,28.479999542236328,8,8,8,4,2,1,1,2,1,2,5,3,2,2,3,1,2,10,365402,0,2,0,4,5,0,3,2,5,365402,22,14
36540213,365402,3654,5,1,1996,3,5,5,5,3,3,8,10,5,5,4,2,4,3,1,1,4,2,4,4,4,5,5,4,1,1,2,4,4,2,-77,2,-99,1,1,3,1,56,-55,9,9,9,1,3,3,2,1,1,2,4,2,2,4,2,1,2,10,365402,2,4,0,2,3,0,2,2,3,365402,23,11
36540215,365402,3654,5,1,1996,1,5,5,3,3,4,7,9,4,5,4,4,4,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,0,1,1,1,1,1,1,-88,88.69999694824219,9,-99,9,1,2,3,1,1,2,3,4,3,3,4,2,2,1,10,365402,4,0,0,2,3,0,2,2,3,365402,26,16
36540216,365402,3654,5,1,1996,1,4,4,4,4,4,2,3,4,4,4,4,2,4,2,3,4,3,3,2,2,5,5,5,2,2,3,4,4,3,-77,-99,2,1,1,1,1,-88,14.210000038146973,8,8,8,1,3,2,1,1,2,3,4,2,4,3,1,1,0,10,365402,3,5,0,2,3,0,2,2,3,365402,27,17
36540218,365402,3654,5,2,1996,3,3,3,4,4,3,8,9,5,4,4,3,4,4,2,1,3,1,4,4,1,4,5,5,1,1,1,3,3,2,3,2,2,1,1,1,1,14.210000038146973,29.15999984741211,9,9,9,2,3,2,1,1,1,2,5,1,1,4,3,2,1,10,365402,2,5,0,2,5,0,2,3,5,365402,21,8
37150111,371501,3715,2,2,1994,1,5,5,5,5,3,5,1,4,4,4,4,4,3,1,3,2,3,3,2,4,5,5,2,4,4,4,4,3,2,-77,2,2,2,2,2,3,23.459999084472656,45.7599983215332,8,-99,8,3,2,1,2,2,1,2,4,1,1,5,1,1,0,12,371501,4,5,0,4,5,0,4,1,5,371501,21,9
37150112,371501,3715,2,1,1995,1,5,5,4,4,2,6,8,-88,5,4,3,4,4,2,2,4,2,4,4,1,3,5,5,1,1,1,3,5,5,-77,2,2,1,2,3,1,32.5,19.40999984741211,7,6,7,3,3,5,2,2,2,3,3,2,2,5,1,1,0,12,371501,4,1,0,4,5,0,4,1,5,371501,9,7
37150113,371501,3715,2,2,1996,1,5,5,4,4,3,4,5,4,4,4,3,3,3,1,3,2,3,3,2,3,4,5,3,2,2,4,4,4,2,-77,2,2,2,2,2,1,25.200000762939453,-55,-99,6,8,3,2,2,2,2,1,3,4,2,2,3,1,2,0,12,371501,2,1,0,5,5,0,3,2,5,371501,14,5
37150114,371501,3715,2,2,1996,1,4,4,4,4,3,5,8,4,5,4,4,4,3,2,1,3,1,4,3,1,3,4,4,1,1,2,4,4,3,-77,2,2,2,1,1,1,29.469999313354492,25.950000762939453,8,7,8,1,4,2,3,2,1,3,2,3,3,4,1,2,0,12,371501,3,0,0,4,4,0,4,1,4,371501,13,8
37150115,371501,3715,2,1,1995,1,5,5,5,5,4,6,8,4,4,4,4,4,4,2,3,3,2,3,3,3,3,2,2,3,2,2,2,2,1,-77,2,2,3,1,2,1,31.079999923706055,29.15999984741211,7,7,7,4,2,2,2,2,1,2,2,3,3,4,1,1,0,12,371501,1,5,0,4,5,0,2,3,5,371501,16,10
37150116,371501,3715,2,1,1995,1,5,5,5,5,4,9,9,5,5,4,4,4,3,2,1,2,1,4,3,1,5,5,5,1,1,1,4,5,3,-77,2,2,1,1,1,1,14.210000038146973,22.56999969482422,8,8,8,1,1,1,1,1,1,1,5,1,2,5,1,1,0,12,371501,1,5,0,4,5,0,2,3,5,371501,22,18
37150117,371501,3715,2,2,1995,1,4,4,3,3,3,3,6,4,5,4,3,3,3,1,3,3,2,4,3,3,2,4,2,2,3,3,4,4,4,-77,2,2,2,1,1,1,39.040000915527344,-88,7,7,7,3,2,2,1,2,1,3,3,2,3,5,1,2,0,12,371501,4,4,0,3,3,0,3,1,3,371501,21,11
37150210,371502,3715,2,2,1995,1,4,5,5,4,3,8,6,5,5,2,2,3,2,1,3,1,3,1,1,4,4,2,2,4,4,5,1,2,1,-77,2,2,1,1,1,1,24.979999542236328,19.40999984741211,9,8,9,2,2,2,1,1,1,2,4,2,2,1,1,2,0,12,371502,2,3,0,2,3,0,1,3,3,371502,19,10
37150211,371502,3715,2,2,1996,1,4,5,4,5,-88,-88,-88,4,5,-88,-88,-88,-88,-88,3,4,3,3,3,2,3,4,4,2,3,4,4,3,2,-77,1,2,1,1,1,1,28.479999542236328,25.950000762939453,8,8,8,1,2,2,1,1,1,1,5,3,3,3,-88,-88,0,12,371502,2,2,0,3,3,0,2,2,3,371502,25,14
37150213,371502,3715,2,1,1996,1,4,4,4,4,-88,7,9,4,5,3,3,3,3,-88,2,3,1,3,4,2,2,4,3,1,1,1,4,4,2,-77,2,2,1,2,3,1,30.31999969482422,20.90999984741211,7,7,8,2,3,4,2,2,1,2,4,2,2,2,1,-88,0,12,371502,1,1,0,2,3,0,2,2,3,371502,19,10
37220310,372203,3722,4,2,1995,1,4,4,4,4,3,7,4,5,5,4,4,4,3,1,3,3,3,2,2,2,3,4,2,2,2,3,4,5,3,-77,2,2,2,1,2,1,14.210000038146973,22.75,8,7,8,3,2,3,2,2,1,1,4,3,4,3,1,1,0,21,372203,1,5,0,4,3,0,3,1,3,372203,15,9
37220312,372203,3722,4,1,1995,1,4,4,4,3,3,5,2,3,4,3,3,4,3,2,1,4,2,4,3,1,2,3,3,2,1,2,1,5,4,-77,2,2,1,2,1,1,57.380001068115234,22.770000457763672,7,7,7,2,3,3,2,2,3,2,4,2,2,2,1,1,0,21,372203,0,4,0,2,4,0,1,4,4,372203,15,8
37220313,372203,3722,4,2,1995,1,4,5,3,4,3,4,5,2,2,4,4,4,2,1,3,4,3,4,4,3,4,3,3,2,1,4,3,3,3,-77,2,2,3,1,1,1,28.479999542236328,57.130001068115234,8,-99,8,5,1,3,2,2,1,3,3,5,5,1,1,1,0,21,372203,3,0,0,4,4,0,3,2,4,372203,13,10
37220314,372203,3722,4,2,1995,1,5,5,4,4,3,8,9,4,5,3,3,3,3,2,1,4,1,4,3,1,4,4,4,2,1,3,5,1,3,-77,2,2,1,2,1,1,23.469999313354492,35.70000076293945,8,8,7,2,2,2,1,1,2,1,5,3,3,4,1,2,2,21,372203,0,5,0,4,5,0,2,3,5,372203,18,14
37220315,372203,3722,4,1,1995,1,4,4,3,3,4,3,4,2,2,4,4,4,3,1,3,4,2,4,3,4,4,4,2,4,2,2,4,5,5,-77,-88,2,1,1,2,1,23.56999969482422,37.83000183105469,8,7,-99,3,2,3,2,2,1,4,5,4,4,2,1,2,0,21,372203,7,1,0,5,5,0,3,2,5,372203,12,11
37220316,372203,3722,4,1,1996,1,4,5,3,2,4,2,2,5,5,4,2,3,4,2,3,3,3,4,4,3,5,3,3,1,2,3,3,2,2,-77,2,2,1,2,2,1,-88,43.189998626708984,7,7,7,3,3,4,3,3,1,1,2,2,2,5,1,1,0,21,372203,9,1,0,3,3,0,0,4,3,372203,7,3
37220317,372203,3722,4,1,1996,1,5,5,5,5,3,6,8,4,4,4,3,3,3,2,2,4,2,4,3,2,3,4,4,1,2,2,3,2,1,-77,2,2,1,3,1,1,28.479999542236328,65.12000274658203,8,7,8,1,3,2,1,1,2,2,4,2,3,4,1,2,0,21,372203,8,2,0,3,2,0,1,2,2,372203,23,13
37220318,372203,3722,4,1,1996,1,4,5,3,4,4,7,8,4,5,4,4,4,3,2,3,3,3,4,3,3,3,3,3,2,2,2,3,2,2,-77,-99,2,2,2,1,1,43.33000183105469,29.15999984741211,8,8,8,3,2,2,2,2,1,2,4,3,2,3,1,2,0,21,372203,7,1,0,3,5,0,3,2,5,372203,18,11
37220319,372203,3722,4,2,1996,1,4,5,3,4,3,8,9,2,4,4,4,4,3,2,2,4,1,4,3,2,4,4,5,1,1,1,3,5,2,-77,2,2,2,2,1,1,28.479999542236328,78.16999816894531,8,8,7,3,3,2,1,2,1,1,4,3,4,2,3,1,0,21,372203,0,5,0,4,5,0,2,3,5,372203,20,9
37220320,372203,3722,4,2,1995,1,4,5,4,4,4,7,10,4,5,4,4,4,3,1,3,4,1,4,3,1,4,5,5,1,1,2,2,4,4,-77,2,-99,1,1,1,1,48.099998474121094,76.6500015258789,8,8,8,3,2,3,1,2,1,2,5,3,3,1,1,2,0,21,372203,2,5,0,5,5,0,2,3,5,372203,18,8
37220321,372203,3722,4,1,1995,1,4,4,4,4,1,3,2,2,3,4,4,4,4,2,2,3,3,3,3,4,2,3,4,2,2,2,2,3,3,-77,2,2,2,2,1,1,56,67.11000061035156,8,7,8,3,2,1,1,1,1,2,4,3,2,1,1,1,0,21,372203,0,1,0,3,5,0,1,4,5,372203,15,15
37220322,372203,3722,4,2,1996,1,5,5,5,5,1,7,8,4,5,4,4,4,3,1,3,3,3,4,3,2,4,3,4,2,2,2,4,3,3,-77,1,1,1,1,1,1,70.5,85.8499984741211,8,7,7,3,2,3,1,2,1,2,4,3,3,2,1,1,0,21,372203,2,5,0,5,5,0,2,3,5,372203,16,8
37220324,372203,3722,4,1,1995,1,5,5,4,4,4,8,9,4,4,4,4,4,4,2,2,3,2,3,3,2,5,4,4,2,1,2,3,2,2,-77,1,-88,1,2,1,1,65.01000213623047,-88,8,8,8,2,2,3,2,2,1,2,5,3,4,4,2,2,0,21,372203,0,1,0,6,5,0,4,1,5,372203,16,9
37220325,372203,3722,4,2,1995,1,5,5,5,5,4,8,10,5,5,4,4,4,4,2,1,4,1,4,4,1,5,5,4,1,1,1,5,2,1,-77,2,2,1,3,2,1,17.690000534057617,43.33000183105469,8,7,7,2,2,2,1,1,1,1,5,2,2,5,1,2,0,21,372203,2,5,0,4,5,0,3,2,5,372203,22,11
38130111,381301,3813,1,2,1994,1,4,4,4,4,4,8,9,5,4,4,4,4,4,2,3,3,2,4,4,2,4,3,3,2,2,2,2,3,2,-77,2,-99,1,1,1,2,-88,-88,7,7,7,3,2,2,2,2,2,2,4,2,3,4,1,1,0,11,381301,1,1,0,2,1,0,1,1,1,381301,16,11
38130112,381301,3813,1,1,1995,1,5,5,3,3,3,4,9,3,3,4,4,4,2,2,3,2,3,2,1,3,1,2,2,1,2,2,1,2,2,-77,2,2,1,2,2,2,-88,26.6200008392334,6,6,7,3,3,2,2,2,1,3,1,2,4,1,1,1,0,11,381301,2,1,0,3,2,0,1,2,2,381301,13,16
38130114,381301,3813,1,2,1994,1,4,4,5,4,4,4,6,5,4,3,1,3,3,-88,1,4,2,4,3,1,3,5,2,1,1,3,5,5,3,-77,-99,2,1,1,2,2,25.200000762939453,30.350000381469727,7,7,7,4,3,3,2,1,1,1,3,4,4,4,1,1,0,11,381301,5,4,0,1,0,0,0,1,0,381301,15,12
38130115,381301,3813,1,2,1994,1,4,5,4,3,2,5,5,3,4,4,4,4,3,1,4,1,4,1,1,5,5,1,1,5,4,5,4,2,3,-77,2,2,1,2,2,2,56,25.229999542236328,7,6,7,4,3,3,1,1,2,2,4,2,2,4,1,1,-55,11,381301,2,1,0,2,3,0,2,2,3,381301,12,5
38130116,381301,3813,1,1,1996,1,4,4,4,3,-88,2,1,4,4,4,4,4,4,2,2,4,2,4,3,2,4,4,4,2,2,2,3,4,4,-77,2,2,1,2,2,1,25.059999465942383,25.229999542236328,7,6,6,3,3,4,2,-88,2,2,3,5,3,4,1,1,0,11,381301,3,4,0,0,5,0,0,5,5,381301,11,7
38130120,381301,3813,1,2,1995,1,3,4,2,3,3,5,10,4,4,4,3,3,3,2,3,4,2,4,4,2,4,4,4,2,2,2,4,4,4,-77,-99,-99,-88,-88,-88,2,-88,-88,-99,6,7,4,3,3,2,3,2,-88,4,3,3,3,1,2,2,11,381301,0,5,0,2,3,0,1,3,3,381301,15,1
38130121,381301,3813,1,1,1995,1,5,5,5,5,4,5,8,2,3,4,3,4,2,2,3,3,2,3,3,2,4,5,4,1,1,3,2,3,2,-77,2,2,1,2,1,1,25.059999465942383,18.079999923706055,7,6,7,4,3,3,2,2,3,3,3,2,2,3,1,2,0,11,381301,1,0,0,1,5,0,1,4,5,381301,15,12
38130122,381301,3813,1,1,1995,1,5,5,4,4,4,8,9,4,3,4,3,4,3,2,1,3,2,1,3,1,3,3,3,1,1,1,3,3,3,-77,1,1,1,1,1,1,44.91999816894531,32.5,8,6,7,3,2,2,1,2,1,2,4,4,3,2,1,1,0,11,381301,8,3,0,0,1,0,0,2,1,381301,9,13
38130210,381302,3813,1,1,1995,1,4,4,3,2,1,5,9,2,2,4,4,4,2,2,3,4,1,4,4,1,5,5,5,1,1,2,3,3,4,-77,2,-99,3,2,2,1,28.479999542236328,-88,7,6,6,3,3,4,2,2,4,2,3,1,3,1,1,1,0,13,381302,0,1,0,3,4,0,2,3,4,381302,21,14
38130211,381302,3813,1,1,1993,1,4,5,4,4,2,7,8,3,4,4,4,4,3,1,4,4,4,4,3,2,2,3,3,2,2,4,3,2,3,-77,2,-99,1,1,1,3,23.56999969482422,23.799999237060547,7,6,7,2,3,3,4,2,2,2,4,2,2,2,1,2,0,13,381302,0,1,0,1,3,0,1,3,3,381302,19,21
38130212,381302,3813,1,2,1995,3,3,3,3,4,4,9,9,5,5,4,4,4,4,2,3,3,2,3,3,4,4,4,3,3,2,3,2,4,2,-77,2,-99,1,2,1,1,-88,-88,7,6,7,3,3,3,2,2,1,1,5,2,1,5,4,2,2,13,381302,0,2,0,2,5,0,2,3,5,381302,20,13
38130213,381302,3813,1,1,1994,1,4,5,4,4,4,5,10,2,3,4,4,4,2,2,3,3,3,3,3,3,2,4,4,3,2,3,3,3,5,-77,2,2,1,1,1,3,28.479999542236328,53.77000045776367,8,7,7,2,3,3,2,2,2,2,4,2,3,1,4,1,2,13,381302,0,2,0,4,3,0,2,2,3,381302,17,9
