youthidCUF,classidCUF.x,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_date,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_migage,y1_educm3,y1_educf3,y1_gradem_geCUF,y1_gradesc_geCUF,y1_gradee_geCUF,y1_repeat,y1_iseimG,y1_iseifG,y1_edasp1CS,y1_edasp2CS,y1_edasp3CS,y1_sspm,y1_sspsc,y1_sspe,y1_seff1,y1_seff2,y1_valed1,y1_asch2,y1_asch1,y1_tenc1,y1_tenc2,y1_tenc3,y1_idsc,y1_club,y1_generationGCUF,class_size,classidCUF.y,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,classidCUF,y1_cot_sum,y1_lat_sum
17300224,173002,1730,3,2,1996,1,5,5,5,5,-88,7,8,5,4,4,4,4,3,1,2,4,2,4,3,2,3,3,2,2,1,2,2,2,1,-77,2,2,1,1,1,1,23.469999313354492,36.349998474121094,8,8,7,2,2,3,1,2,1,2,4,2,3,2,1,1,0,16,173002,1,4,0,3,2,0,2,1,2,173002,21,10
17300510,173005,1730,3,1,1996,1,4,5,4,4,3,5,7,5,3,3,2,2,3,2,3,3,3,3,2,4,2,3,2,2,2,2,2,2,3,-77,1,2,3,2,1,1,72.30000305175781,-88,8,7,9,4,3,2,3,3,2,2,4,2,2,2,2,1,2,22,173005,5,3,0,3,3,0,2,2,3,173005,23,12
17300511,173005,1730,3,1,1995,1,4,4,4,4,4,7,8,5,4,3,3,4,3,2,2,3,1,3,3,2,3,2,3,1,1,2,3,2,3,-77,-99,1,2,3,2,1,-88,81.4000015258789,8,7,8,3,3,2,2,1,1,1,4,2,2,3,2,1,0,22,173005,1,3,0,3,5,0,2,3,5,173005,17,10
17300512,173005,1730,3,2,1996,1,4,4,4,4,3,5,8,3,3,4,4,4,3,2,3,3,3,3,3,2,5,3,4,2,2,3,2,2,4,-77,2,2,2,1,2,1,79.73999786376953,23.959999084472656,8,7,8,3,2,4,2,2,3,3,4,3,4,2,2,2,0,22,173005,0,3,0,2,3,0,2,2,3,173005,22,13
17300513,173005,1730,3,2,1996,1,5,5,5,5,4,2,2,5,5,4,3,4,4,2,2,3,2,3,3,1,3,3,3,2,1,1,2,2,2,-77,1,1,1,1,1,1,24.979999542236328,79.48999786376953,8,8,8,2,3,2,1,1,1,2,5,1,2,4,1,1,0,22,173005,0,1,0,5,3,0,3,1,3,173005,22,13
17300515,173005,1730,3,2,1996,1,4,4,4,4,-88,9,10,5,4,4,4,4,4,-88,1,4,1,4,3,2,5,5,5,1,1,2,5,5,5,-77,2,2,2,1,1,1,21.239999771118164,35.06999969482422,8,8,7,3,2,3,1,1,2,2,5,2,2,3,2,-88,0,22,173005,14,1,0,1,3,0,1,3,3,173005,15,15
17300516,173005,1730,3,1,1995,1,5,5,5,5,3,4,7,4,4,4,4,4,4,2,2,3,2,3,3,2,4,4,4,2,2,2,3,2,2,-77,2,2,2,1,1,1,39.02000045776367,33.65999984741211,8,7,-99,3,2,1,2,2,1,2,4,2,2,4,2,2,0,22,173005,0,2,0,5,5,0,4,1,5,173005,22,18
17300518,173005,1730,3,2,1995,1,5,5,5,5,4,5,5,5,4,4,3,4,3,2,2,3,3,3,1,2,2,2,2,2,3,3,2,4,2,-77,2,-99,2,1,1,1,44.939998626708984,76.6500015258789,7,7,-99,4,2,3,2,2,2,2,4,3,4,3,1,2,0,22,173005,2,1,0,2,2,0,2,1,2,173005,22,17
17300519,173005,1730,3,2,1996,1,3,4,4,4,4,7,8,5,5,4,4,4,3,2,2,3,2,4,3,2,2,4,4,2,2,2,2,5,4,-77,2,2,2,1,1,1,14.210000038146973,50.150001525878906,8,8,8,4,3,2,2,2,1,2,4,1,2,5,-88,2,2,22,173005,2,5,0,2,3,0,2,2,3,173005,26,9
17300520,173005,1730,3,2,1996,1,3,4,4,3,4,7,8,4,5,3,3,4,3,1,1,4,1,4,3,1,4,3,4,1,1,1,2,2,2,-77,2,2,1,1,1,1,43.33000183105469,25.040000915527344,8,8,8,1,2,2,2,2,1,5,4,2,2,3,2,2,2,22,173005,0,3,0,3,3,0,3,1,3,173005,24,11
17300521,173005,1730,3,1,1996,1,4,4,4,4,4,7,10,5,5,4,4,4,3,2,2,3,2,4,3,1,4,4,5,1,1,2,-88,-88,-88,-77,-99,-99,1,1,1,1,32.20000076293945,57.029998779296875,8,8,8,3,3,3,1,2,1,1,5,1,1,4,1,1,2,22,173005,1,1,0,7,5,0,5,0,5,173005,23,11
17300522,173005,1730,3,2,1995,1,3,3,3,4,3,6,6,3,3,3,3,3,3,1,3,2,2,4,3,3,3,3,3,2,2,3,2,3,2,-77,2,2,1,2,1,1,28.479999542236328,25.450000762939453,9,9,9,2,3,3,1,1,1,2,4,2,2,3,3,2,2,22,173005,2,2,0,2,2,0,2,1,2,173005,21,10
17300523,173005,1730,3,1,1997,1,4,5,5,4,4,8,9,5,4,3,2,3,2,1,3,3,3,4,3,1,4,3,4,1,1,1,2,4,3,-77,2,2,1,1,2,1,43.33000183105469,61.18000030517578,9,8,-99,3,3,3,1,1,1,1,5,3,4,5,1,1,0,22,173005,2,1,0,7,5,0,5,0,5,173005,22,15
17300524,173005,1730,3,1,1995,1,4,4,3,3,4,9,9,4,5,3,4,4,3,2,3,4,1,4,3,1,5,5,5,1,1,1,3,3,4,-77,2,2,3,2,2,3,44.91999816894531,54.619998931884766,7,7,7,2,3,3,2,2,2,2,4,2,3,1,1,2,0,22,173005,3,5,0,4,5,0,4,1,5,173005,16,9
17300525,173005,1730,3,1,1995,1,5,5,5,4,4,8,9,5,5,4,3,4,4,2,2,4,2,4,4,1,4,5,5,1,1,1,2,1,1,-77,2,-88,1,1,1,3,51.56999969482422,31.719999313354492,8,8,8,4,3,2,1,1,1,2,5,1,1,5,1,1,0,22,173005,1,1,0,5,5,0,4,1,5,173005,23,22
17830111,178301,1783,1,1,1996,1,3,3,3,2,4,5,8,4,5,4,4,4,3,2,2,3,2,4,4,2,4,4,4,1,2,1,3,4,3,-77,2,2,1,2,2,1,56,17.690000534057617,7,6,7,1,3,3,1,1,1,2,5,2,2,2,1,2,0,11,178301,0,4,0,0,4,0,0,5,4,178301,22,13
17830116,178301,1783,1,1,1994,1,5,5,5,5,3,5,10,4,4,4,4,4,4,2,4,3,2,3,3,1,4,5,5,1,1,1,5,5,5,-77,-99,-99,3,1,1,3,56,81.4000015258789,9,7,9,3,2,2,2,2,1,2,4,1,1,1,1,1,0,11,178301,1,5,0,4,5,0,2,3,5,178301,23,10
17830118,178301,1783,1,2,1994,1,4,4,4,4,4,7,9,4,4,4,4,4,4,2,2,3,2,4,3,1,4,5,3,1,1,2,4,5,4,-77,2,2,-88,-88,-88,3,75.43000030517578,31.719999313354492,7,6,7,3,3,3,2,2,1,1,5,1,2,4,1,2,0,11,178301,1,1,0,3,5,0,3,2,5,178301,14,12
18500111,185001,1850,4,2,1994,1,3,3,4,3,4,5,1,5,5,4,4,4,3,1,3,3,3,4,4,1,2,4,3,2,3,4,2,4,2,12,2,2,2,2,1,1,25.200000762939453,30.780000686645508,7,6,7,4,2,3,2,2,1,1,5,2,3,4,2,2,1,18,185001,1,5,0,3,2,0,2,1,2,185001,10,4
18500112,185001,1850,4,1,1996,2,4,4,5,4,4,7,10,4,3,4,4,4,2,2,3,4,1,4,2,2,2,2,2,2,1,4,2,4,3,-77,2,2,2,2,2,1,25.040000915527344,24.530000686645508,8,-99,-99,3,2,1,1,2,1,1,5,2,1,4,1,2,2,18,185001,2,4,0,5,5,0,4,1,5,185001,19,12
18500114,185001,1850,4,1,1995,1,5,4,3,3,3,5,7,5,4,3,2,2,2,2,3,4,3,4,3,3,1,2,1,1,2,3,2,4,1,-77,-99,2,1,2,1,1,68.87999725341797,35.34000015258789,7,6,-99,4,3,3,2,2,1,2,3,3,3,3,1,2,0,18,185001,6,2,0,2,5,0,1,4,5,185001,16,12
18500115,185001,1850,4,2,1995,3,3,4,3,3,4,5,2,4,5,4,4,4,3,1,1,3,1,4,3,2,4,3,4,2,1,2,2,1,1,-77,2,1,3,2,2,2,76.48999786376953,25.950000762939453,7,6,7,4,2,3,2,1,1,1,5,2,1,4,2,2,2,18,185001,1,5,0,2,3,0,2,2,3,185001,19,9
18500117,185001,1850,4,1,1996,1,4,4,3,4,4,6,7,4,5,4,3,4,3,2,3,3,3,4,4,2,4,2,2,2,1,2,1,4,2,-77,2,2,-88,-88,-88,1,57.380001068115234,-88,8,8,8,3,2,3,1,2,1,2,4,2,3,3,1,1,0,18,185001,0,5,0,4,5,0,4,1,5,185001,23,15
18500118,185001,1850,4,1,1996,1,4,5,3,3,4,7,9,4,4,4,4,4,3,2,3,3,3,4,3,3,2,2,2,2,2,2,2,4,4,-77,2,2,1,1,1,1,28.479999542236328,31.719999313354492,8,8,8,3,2,3,1,2,1,1,5,3,2,4,1,1,0,18,185001,0,5,0,3,5,0,3,2,5,185001,21,13
18500120,185001,1850,4,2,1995,1,5,5,4,4,4,9,9,4,4,4,3,4,3,1,2,3,2,4,3,2,3,3,2,2,2,2,3,2,3,-77,-99,-99,2,2,1,1,56,23.799999237060547,8,8,8,3,2,2,1,2,2,2,4,2,3,3,1,1,0,18,185001,4,1,0,2,2,0,2,1,2,185001,23,15
18500121,185001,1850,4,1,1996,1,5,5,4,4,3,3,2,4,4,4,4,4,4,1,2,3,1,4,4,1,4,4,4,2,1,1,-88,-88,-88,-77,2,2,2,1,1,1,-88,43.33000183105469,8,8,7,3,2,1,1,1,1,1,4,2,2,3,1,1,0,18,185001,2,5,0,5,5,0,4,1,5,185001,14,4
18500122,185001,1850,4,1,1995,1,4,5,3,3,3,7,8,-88,-88,4,3,4,3,2,3,4,2,4,2,5,4,4,2,1,1,2,4,5,3,-77,2,2,2,2,3,1,23.56999969482422,25.059999465942383,7,7,8,2,3,4,-88,-88,-88,-88,-88,-88,-88,-88,1,2,2,18,185001,4,5,0,3,5,0,3,2,5,185001,20,8
18500123,185001,1850,4,1,1996,1,4,4,4,4,4,5,7,4,3,4,3,4,4,2,2,4,1,4,3,2,3,5,4,1,1,3,4,4,2,-77,2,2,2,2,1,1,25.040000915527344,23.799999237060547,9,6,7,4,3,2,2,2,3,3,4,3,2,4,1,1,0,18,185001,1,2,0,2,5,0,2,3,5,185001,16,8
18500124,185001,1850,4,2,1995,1,4,4,4,4,4,9,9,5,5,4,3,4,4,2,2,4,1,4,4,2,4,4,4,1,1,2,4,4,2,-77,2,2,1,1,1,1,19.65999984741211,30.780000686645508,8,8,8,2,2,2,1,1,1,1,5,2,2,5,1,2,0,18,185001,0,1,0,6,5,0,5,0,5,185001,20,16
18500125,185001,1850,4,2,1995,1,5,5,4,3,4,9,9,4,4,2,1,3,4,2,3,4,2,4,3,2,2,3,4,2,2,2,2,2,1,-77,2,1,1,1,1,1,48.130001068115234,70.089996337890625,8,8,8,4,2,2,1,2,1,1,5,3,2,2,1,2,0,18,185001,1,2,0,2,2,0,2,1,2,185001,17,13
18560313,185603,1856,1,2,1995,3,3,4,3,3,4,5,4,4,5,3,1,3,2,1,2,3,2,4,3,1,3,3,2,2,2,2,1,3,2,-77,2,-99,2,3,3,2,25.200000762939453,37.83000183105469,6,6,6,3,3,3,2,2,1,1,3,2,3,3,4,2,2,10,185603,4,5,0,2,4,0,2,3,4,185603,19,9
18560316,185603,1856,1,2,1995,1,5,5,3,3,4,8,10,4,4,4,4,4,3,2,2,4,2,4,3,2,4,4,5,2,1,2,5,3,4,-77,2,2,1,1,1,1,61.18000030517578,29.15999984741211,8,7,7,3,2,2,2,1,1,2,4,2,2,3,2,1,0,10,185603,2,5,0,2,2,0,0,3,2,185603,18,11
18560317,185603,1856,1,2,1995,1,3,4,3,3,3,7,7,4,4,4,3,3,4,2,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3,1,-99,-99,2,1,3,1,23.8799991607666,-88,8,6,-99,4,3,3,1,1,2,2,5,4,2,4,2,1,1,10,185603,0,4,0,1,2,0,1,2,2,185603,24,4
18560318,185603,1856,1,2,1996,2,3,4,4,4,4,9,10,5,5,2,2,3,3,1,1,1,1,4,4,1,5,4,5,2,1,1,3,3,2,-77,1,1,1,1,1,1,24.979999542236328,39.040000915527344,7,7,8,2,3,2,2,2,2,2,5,2,2,5,1,2,2,10,185603,7,4,0,0,5,0,0,5,5,185603,21,9
18560319,185603,1856,1,2,1995,1,4,4,4,4,4,-88,-88,4,4,4,3,4,4,1,2,3,2,4,3,1,4,5,4,2,1,2,2,4,4,-77,2,2,2,1,1,1,24.530000686645508,24.15999984741211,7,7,7,3,2,2,1,1,1,2,4,2,2,4,1,2,0,10,185603,4,5,0,1,3,0,1,3,3,185603,16,11
18560325,185603,1856,1,2,1995,3,4,4,3,3,2,5,5,5,5,3,1,4,2,1,2,2,1,4,3,1,4,5,4,3,1,2,2,4,2,-77,2,2,2,1,1,2,-88,25.229999542236328,8,7,9,3,2,2,1,1,1,1,5,2,2,1,4,2,2,10,185603,3,3,0,2,2,0,2,1,2,185603,17,8
19860210,198602,1986,1,1,1995,1,4,5,5,5,3,7,8,2,2,4,4,4,2,2,4,2,2,4,1,2,1,4,1,1,1,2,5,5,3,-77,2,2,1,1,1,2,43.33000183105469,70.339996337890625,8,6,6,2,2,3,1,1,1,1,2,2,2,1,2,2,0,10,198602,2,5,0,4,3,0,1,3,3,198602,15,10
19860211,198602,1986,1,1,1994,1,5,5,4,4,4,6,8,5,4,3,3,3,3,2,3,4,2,4,4,2,5,5,4,1,1,1,2,2,3,-77,2,-99,1,3,1,3,57,60.290000915527344,9,7,7,3,2,2,2,2,1,1,4,2,2,1,1,1,0,10,198602,2,5,0,6,5,0,4,1,5,198602,19,10
19860214,198602,1986,1,2,1996,1,5,5,5,5,3,5,7,4,5,3,2,4,3,1,4,1,4,1,1,4,4,4,2,3,2,2,2,4,2,-77,2,2,1,1,1,1,51.56999969482422,28.1200008392334,7,7,8,3,2,1,1,1,2,2,5,4,2,1,2,2,0,10,198602,0,5,0,1,3,0,1,3,3,198602,16,20
19860215,198602,1986,1,2,1995,2,5,5,4,5,3,7,9,5,4,3,3,3,3,2,3,3,1,4,3,1,4,3,4,2,2,2,4,4,3,-77,2,2,1,1,1,1,48.65999984741211,21.81999969482422,7,7,7,3,3,3,2,2,1,2,5,3,3,4,2,2,2,10,198602,2,5,0,1,1,0,1,1,1,198602,15,10
20320110,203201,2032,4,2,1996,1,5,5,4,4,4,5,8,5,5,4,4,4,4,1,3,4,2,4,3,2,4,4,4,1,2,2,3,2,3,-77,2,1,3,1,3,1,44.91999816894531,79.73999786376953,8,8,7,3,2,3,2,2,2,2,4,2,3,4,1,1,0,20,203201,0,3,0,5,3,0,3,1,3,203201,20,11
20320112,203201,2032,4,2,1996,1,4,5,5,4,3,7,6,5,4,2,1,1,2,1,4,2,3,2,2,3,1,2,2,3,2,3,2,3,3,-77,2,2,3,2,1,1,24.979999542236328,30.780000686645508,8,7,8,3,2,1,1,1,1,1,4,2,2,1,1,1,0,20,203201,7,5,0,2,4,0,1,4,4,203201,19,13
20320114,203201,2032,4,2,1996,1,4,5,5,3,4,7,10,5,5,3,3,3,3,2,2,4,2,4,4,2,4,4,5,1,1,1,4,4,4,-77,2,2,1,2,2,1,32.75,68.55000305175781,8,8,8,4,2,1,1,1,1,1,5,2,2,4,3,1,0,20,203201,1,5,0,5,4,0,2,3,4,203201,22,15
20320115,203201,2032,4,2,1995,1,5,5,5,5,3,9,8,3,4,4,4,4,2,2,3,4,3,4,2,4,3,3,3,2,2,3,2,2,2,-77,2,2,1,1,1,1,79.73999786376953,70.089996337890625,9,8,7,4,1,2,1,1,1,2,5,3,4,2,1,1,0,20,203201,1,4,0,7,5,0,4,1,5,203201,21,14
20320116,203201,2032,4,1,1996,1,3,4,5,3,2,7,7,5,5,3,1,1,2,2,3,1,4,1,2,5,5,5,5,2,1,1,4,5,2,-77,-99,2,1,1,2,1,56,40.540000915527344,8,8,8,2,3,4,1,1,1,2,5,2,3,5,1,1,0,20,203201,9,5,0,1,3,0,1,3,3,203201,21,14
20320117,203201,2032,4,2,1996,1,4,5,4,4,3,2,4,4,4,3,3,3,3,2,3,3,3,4,2,4,2,2,3,2,2,3,3,2,2,-77,-99,2,1,1,2,1,42.29999923706055,85.410003662109375,8,6,7,4,3,2,2,1,2,3,4,3,3,2,1,2,2,20,203201,0,5,0,3,2,0,2,1,2,203201,14,13
20320118,203201,2032,4,2,1996,2,3,4,4,3,3,3,9,5,5,3,4,4,4,2,1,3,1,4,3,2,4,4,5,2,1,2,4,4,3,-77,2,2,1,1,2,1,-88,28.520000457763672,8,8,8,3,4,3,1,1,1,1,5,2,3,4,3,1,2,20,203201,1,5,0,4,5,0,2,3,5,203201,18,12
20320119,203201,2032,4,1,1996,2,4,4,4,3,4,7,8,4,4,4,3,3,2,2,3,3,3,3,4,2,4,3,2,2,2,3,2,4,2,-77,2,2,1,1,2,1,60.439998626708984,75.54000091552734,8,8,8,3,3,3,1,1,1,2,4,2,3,3,2,1,0,20,203201,8,1,0,2,2,0,2,1,2,203201,26,14
20320120,203201,2032,4,2,1996,2,4,4,4,4,4,4,8,2,2,4,4,4,3,2,2,3,2,3,2,2,4,5,4,2,2,3,2,4,4,-77,2,2,3,2,1,1,61.599998474121094,18.079999923706055,8,7,8,4,3,2,2,1,1,1,5,3,3,4,2,1,2,20,203201,8,4,0,2,2,0,1,2,2,203201,19,13
20320121,203201,2032,4,2,1996,1,5,5,5,4,4,3,4,3,5,4,3,4,3,2,4,1,3,2,1,5,1,2,1,4,3,5,2,4,5,0,2,2,1,1,1,1,41.27000045776367,25.950000762939453,9,9,9,1,2,2,1,1,2,2,4,3,2,1,2,1,1,20,203201,2,5,0,6,3,0,3,1,3,203201,21,20
20320122,203201,2032,4,2,1996,1,5,5,5,5,4,6,8,2,4,4,4,4,4,2,3,4,2,4,3,1,2,5,4,1,1,1,3,5,4,-77,2,2,3,2,3,1,14.210000038146973,25.260000228881836,7,7,7,3,2,1,1,1,1,1,4,2,3,2,2,2,0,20,203201,10,5,0,2,2,0,2,1,2,203201,20,10
20320123,203201,2032,4,2,1995,1,5,5,3,3,4,5,3,4,5,4,4,4,4,2,3,4,3,4,3,2,4,4,4,3,1,3,1,2,1,-77,2,2,3,1,1,1,51.56999969482422,62.38999938964844,9,9,8,5,3,2,1,1,1,2,5,3,3,4,1,1,0,20,203201,1,4,0,4,4,0,3,2,4,203201,17,7
20320126,203201,2032,4,1,1995,2,3,4,5,2,3,5,7,5,4,4,4,4,3,1,2,3,2,4,3,1,2,4,5,2,1,2,2,2,2,-77,2,1,1,1,2,2,-88,25.950000762939453,9,9,9,2,4,3,1,2,1,1,4,2,2,5,2,2,2,20,203201,2,3,0,4,3,0,2,2,3,203201,20,14
20320410,203204,2032,4,2,1996,1,3,3,3,3,4,4,6,5,5,4,4,4,4,2,3,2,3,3,3,3,2,2,2,2,2,4,4,2,4,-77,2,1,2,2,1,1,-88,61.18000030517578,9,-99,9,3,3,3,2,2,2,2,4,2,3,4,3,1,0,14,203204,0,5,0,2,3,0,1,3,3,203204,21,11
20320414,203204,2032,4,2,1994,1,4,4,4,3,1,1,1,4,4,2,1,1,2,2,4,1,3,1,1,4,2,1,1,4,3,5,1,1,1,-77,-99,2,3,3,3,3,20.90999984741211,20.90999984741211,7,6,9,3,3,5,2,2,1,2,5,3,3,2,2,1,0,14,203204,10,0,0,0,0,1,0,1,0,203204,22,14
20320419,203204,2032,4,2,1995,1,5,5,4,4,4,7,10,5,5,4,3,4,3,1,2,3,2,1,3,1,5,5,5,1,1,1,4,1,2,-77,2,1,2,2,1,2,56,81.91999816894531,9,7,8,4,3,3,1,2,1,1,5,1,1,5,1,1,0,14,203204,0,5,0,1,5,0,1,4,5,203204,12,5
20320420,203204,2032,4,1,1996,1,5,5,5,4,4,9,10,5,5,4,4,4,4,2,2,4,2,4,4,1,5,5,5,2,2,2,5,2,2,-77,2,2,2,1,1,1,44.91999816894531,43.33000183105469,8,8,8,4,2,2,1,1,1,1,5,1,1,5,1,1,0,14,203204,1,1,0,1,3,0,1,3,3,203204,18,6
20320421,203204,2032,4,2,1996,1,4,4,3,3,3,6,5,5,4,3,2,2,2,2,3,2,2,2,2,3,3,4,4,2,2,3,3,3,3,-77,2,2,1,1,3,1,43.33000183105469,54.54999923706055,8,8,8,3,2,4,2,2,2,2,4,4,4,3,1,1,0,14,203204,0,2,0,3,5,0,2,3,5,203204,20,10
20320423,203204,2032,4,2,1996,2,5,4,5,4,1,8,10,5,4,4,4,4,3,1,3,3,2,3,3,4,5,3,3,2,2,3,1,2,1,-77,2,2,1,1,1,1,70.339996337890625,60.290000915527344,9,9,9,3,2,1,2,1,1,2,5,2,3,3,3,1,2,14,203204,2,2,0,3,4,0,3,2,4,203204,17,17
20320424,203204,2032,4,1,1996,1,5,5,5,5,4,5,9,4,5,4,4,4,4,2,2,3,1,4,4,1,4,5,5,1,1,2,3,2,2,-77,-88,-88,2,2,1,1,43.33000183105469,56.5,8,7,8,3,1,2,1,2,1,1,4,2,2,3,1,1,0,14,203204,0,2,0,2,3,0,0,4,3,203204,24,17
20320425,203204,2032,4,2,1996,1,4,5,5,4,4,6,8,5,4,4,3,4,3,2,2,4,2,4,3,2,4,5,4,1,1,1,3,3,2,-77,2,2,1,2,1,1,50.369998931884766,22.15999984741211,8,7,7,1,2,4,2,2,1,2,4,2,2,3,2,1,0,14,203204,0,2,0,3,3,0,2,2,3,203204,17,9
20320426,203204,2032,4,2,1995,1,4,5,5,4,4,5,5,4,4,4,3,4,4,2,3,3,2,4,3,3,4,4,4,2,1,2,4,2,4,-77,-99,2,1,2,1,1,72.30000305175781,30.780000686645508,8,7,8,3,3,3,2,2,-88,2,4,2,2,3,2,2,0,14,203204,0,2,0,2,2,0,1,2,2,203204,22,15
20320428,203204,2032,4,1,1995,3,4,4,4,3,4,5,10,4,5,4,4,4,3,2,1,4,1,4,3,1,5,5,5,1,1,1,4,2,4,-77,2,-99,1,2,3,2,14.210000038146973,-88,8,7,8,2,2,3,1,2,1,1,5,3,3,2,1,1,2,14,203204,2,3,0,1,3,0,0,4,3,203204,20,4
20320429,203204,2032,4,2,1995,1,4,4,3,2,-88,6,10,3,5,3,4,4,3,-88,2,1,3,4,3,3,5,5,5,2,2,3,2,5,3,-77,-99,2,1,3,3,2,57,36.349998474121094,9,7,8,1,3,5,2,2,2,1,5,2,2,4,1,-88,0,14,203204,0,1,0,2,5,0,2,3,5,203204,24,12
20330312,203303,2033,3,2,1995,1,4,3,4,3,3,5,7,5,4,4,2,2,3,1,4,2,3,2,1,2,2,3,1,2,3,3,2,2,1,-77,2,-99,3,3,1,1,21.239999771118164,35.70000076293945,8,7,8,4,3,2,2,2,2,3,5,3,3,2,2,2,0,19,203303,10,5,0,3,3,0,3,1,3,203303,23,15
20330313,203303,2033,3,1,1995,1,5,5,4,5,4,8,10,5,4,4,4,4,4,2,3,4,2,4,4,3,2,2,3,1,2,3,3,4,3,-77,2,2,1,1,2,1,56,22.360000610351562,7,7,7,2,3,4,2,2,1,1,3,2,4,5,1,1,0,19,203303,2,3,0,2,4,0,2,3,4,203303,21,12
20330314,203303,2033,3,2,1995,1,5,5,5,4,4,5,6,3,4,3,1,2,3,1,4,2,3,3,2,3,1,1,1,5,4,4,1,3,2,-77,2,-99,3,1,1,1,55.25,-88,7,7,8,4,3,2,2,1,1,2,4,2,1,1,2,1,0,19,203303,4,4,0,2,4,0,2,3,4,203303,17,20
20330315,203303,2033,3,1,1996,1,4,4,4,3,3,5,7,4,4,4,3,4,3,2,3,3,3,3,3,2,5,2,2,2,3,3,2,2,1,-77,2,2,1,1,1,1,28.479999542236328,39.02000045776367,8,8,8,2,3,2,1,1,1,2,5,1,3,2,1,1,0,19,203303,4,3,0,2,5,0,2,3,5,203303,24,14
20330316,203303,2033,3,2,1995,1,5,5,5,4,4,8,10,5,5,4,4,4,4,1,3,4,3,4,3,1,5,5,5,1,1,1,1,1,2,-77,2,1,1,1,1,1,47.83000183105469,24.68000030517578,8,-99,8,4,2,3,1,2,1,1,4,2,2,3,1,1,0,19,203303,2,3,0,3,2,0,2,1,2,203303,25,11
20330317,203303,2033,3,1,1995,1,5,5,4,3,4,7,9,4,5,4,-88,-88,4,2,2,3,3,4,3,2,5,3,3,1,1,1,5,5,3,-77,-99,-99,1,1,3,1,70.5,70.5,9,-99,8,2,3,4,1,1,1,1,5,3,3,2,1,1,0,19,203303,2,1,0,5,3,0,2,2,3,203303,26,13
20330319,203303,2033,3,1,1995,1,5,5,4,3,4,8,10,4,5,4,4,4,4,2,2,3,2,4,4,1,3,2,5,1,1,5,3,2,2,-77,2,2,1,1,2,1,56,36.349998474121094,7,7,7,3,3,3,2,2,1,1,5,2,2,5,1,1,0,19,203303,2,3,0,5,4,0,3,2,4,203303,27,16
20330320,203303,2033,3,1,1995,1,5,5,5,5,4,5,8,5,5,4,3,4,3,2,2,3,3,4,2,2,5,2,2,2,3,2,2,2,5,-77,-99,-99,1,1,1,1,24.979999542236328,75.54000091552734,9,8,8,3,3,2,1,2,1,2,5,2,3,4,1,1,0,19,203303,4,3,0,2,4,0,2,3,4,203303,19,11
20330322,203303,2033,3,1,1995,1,4,5,4,3,4,10,10,5,5,4,3,4,4,2,2,4,1,4,4,1,3,5,4,1,1,2,4,2,2,-77,2,1,1,1,1,1,26.639999389648438,70.5,9,9,9,1,3,3,1,1,2,3,5,2,2,4,1,2,0,19,203303,0,0,1,5,3,0,2,2,3,203303,21,15
20330324,203303,2033,3,2,1995,1,4,4,4,3,4,8,8,5,4,4,4,4,4,2,3,4,3,4,3,2,5,4,4,1,2,2,5,4,2,-77,2,2,3,1,1,1,31.079999923706055,25.950000762939453,8,8,7,3,2,2,2,2,1,2,4,2,2,4,1,1,0,19,203303,0,2,0,3,2,0,2,1,2,203303,22,11
20330327,203303,2033,3,1,1996,1,5,4,4,3,4,7,8,5,4,4,4,4,4,2,2,3,2,3,3,1,4,3,3,1,1,2,2,2,2,-77,2,2,1,3,2,1,44.91999816894531,30.780000686645508,8,7,8,1,3,4,2,2,1,2,4,2,2,5,1,2,0,19,203303,4,3,0,4,3,0,2,2,3,203303,19,14
20350212,203502,2035,5,2,1996,1,5,5,5,5,4,7,9,5,5,4,4,4,-88,2,2,4,2,4,3,2,4,4,4,2,1,2,2,2,2,-77,1,1,2,1,3,1,-88,74.660003662109375,8,8,8,3,3,3,2,2,2,2,5,2,3,3,2,1,0,15,203502,2,5,0,2,4,0,2,3,4,203502,20,17
20350214,203502,2035,5,2,1995,1,5,5,5,4,3,4,1,3,2,3,4,4,3,2,4,1,4,3,3,5,3,4,1,5,4,5,4,2,3,-77,2,1,3,1,1,1,-88,68.7699966430664,8,8,9,5,3,1,1,1,4,4,2,3,3,2,3,1,0,15,203502,2,2,0,4,5,0,3,2,5,203502,23,12
20350216,203502,2035,5,2,1996,1,5,5,4,4,4,6,9,5,4,4,3,4,4,2,3,3,2,3,3,2,4,5,4,2,1,2,1,4,1,-77,-99,-99,3,1,3,1,75.54000091552734,20.90999984741211,8,8,8,4,3,2,2,2,1,2,5,2,4,2,3,1,0,15,203502,1,4,0,3,5,0,2,3,5,203502,23,11
