youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_sest1,y1_sest2,y1_sest3,y1_sest4,y1_tenc1,y1_tenc2,y1_tenc3,age,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate
20330307,203303,2033,3,2,1994,1,2,4,4,4,3,7,8,5,5,5,4,2,2,1,2,4,4,4,3,3,4,4,2,1,1,1,2,2,1,2,3,3,2,4,3,3,4,2,4,2,2,3,2,5,2,2,2,2,2,3,3,4,16,5,3,0,1,4,0
20330308,203303,2033,3,2,1996,1,4,4,3,3,4,6,8,4,4,5,4,1,2,2,2,3,4,4,3,4,4,4,2,1,1,1,1,2,1,2,3,3,2,3,3,2,3,4,4,2,2,2,3,4,3,3,2,3,2,2,2,2,14,1,2,0,3,2,0
20330309,203303,2033,3,2,1996,1,5,5,5,5,4,4,7,4,5,5,3,2,2,2,2,4,4,4,3,3,4,4,2,1,1,4,4,2,1,2,3,3,3,2,3,2,4,4,3,2,2,1,3,5,5,2,2,3,2,3,3,3,14,4,5,0,1,1,0
20330313,203303,2033,3,1,1995,1,5,5,4,5,4,8,10,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,3,4,2,4,4,3,2,2,3,1,2,3,3,4,3,1,1,1,2,2,4,5,15,2,3,0,2,4,0
20330314,203303,2033,3,2,1995,1,5,5,5,4,4,5,6,3,4,5,4,2,2,2,2,3,1,2,3,2,4,4,1,1,2,1,3,2,3,4,4,2,3,3,2,3,1,1,1,5,4,4,1,3,2,2,2,4,3,2,1,1,15,4,4,0,1,4,0
20330315,203303,2033,3,1,1996,1,4,4,4,3,3,5,7,4,4,5,5,1,1,2,2,4,3,4,3,4,4,4,2,1,2,2,1,1,3,3,3,3,3,3,3,2,5,2,2,2,3,3,2,2,1,2,3,4,2,1,3,2,14,3,3,0,2,5,0
20330316,203303,2033,3,2,1995,1,5,5,5,4,4,8,10,5,5,5,5,1,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,3,4,3,4,3,1,5,5,5,1,1,1,1,1,2,1,1,1,1,2,2,3,15,2,3,0,3,2,0
20330317,203303,2033,3,1,1995,1,5,5,4,3,4,7,9,4,5,5,5,1,2,1,1,4,NA,NA,4,4,4,4,2,1,1,1,2,1,1,1,2,3,3,4,3,2,5,3,3,1,1,1,5,5,3,1,1,2,2,3,3,2,15,2,1,0,5,3,0
20330319,203303,2033,3,1,1995,1,5,5,4,3,4,8,10,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,1,2,3,2,4,4,1,3,2,5,1,1,5,3,2,2,2,2,1,2,2,2,5,15,2,3,0,5,4,0
20330320,203303,2033,3,1,1995,1,5,5,5,5,4,5,8,5,5,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,1,1,1,1,2,2,2,3,3,4,2,2,5,2,2,2,3,2,2,2,5,2,1,1,1,2,3,4,15,3,3,0,2,4,0
20330322,203303,2033,3,1,1995,1,4,5,4,3,4,10,10,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,1,2,2,4,1,4,4,1,3,5,4,1,1,2,4,2,2,2,2,2,1,2,2,4,15,0,0,1,5,3,0
20330324,203303,2033,3,2,1995,1,4,4,4,3,4,8,8,5,4,5,5,2,2,1,2,4,4,4,4,4,4,4,2,1,1,2,2,2,2,2,3,4,3,4,3,2,5,4,4,1,2,2,5,4,2,2,2,2,2,2,2,4,15,0,2,0,3,2,0
20330327,203303,2033,3,1,1996,1,5,4,4,3,4,7,8,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,1,2,2,3,2,3,3,1,4,3,3,1,1,2,2,2,2,2,2,2,2,2,2,5,14,4,3,0,4,3,0
20350203,203502,2035,5,2,1995,1,5,4,5,5,4,6,8,4,4,5,3,2,2,2,2,4,4,4,3,3,3,4,2,1,1,NA,NA,2,2,2,3,4,2,4,2,1,5,3,4,1,1,2,4,3,3,2,2,2,2,2,3,4,15,0,5,0,3,4,0
20350204,203502,2035,5,2,1996,1,4,4,4,4,4,7,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,3,4,3,3,4,3,4,3,3,2,2,3,2,3,3,2,2,2,3,2,2,3,14,2,5,0,1,5,0
20350205,203502,2035,5,2,1995,1,5,5,5,5,4,7,10,4,5,5,5,2,2,2,2,4,4,4,3,3,4,4,2,1,NA,1,NA,1,1,2,1,4,2,4,4,2,3,3,4,2,2,3,3,3,3,2,2,1,2,2,2,1,15,0,3,0,3,2,0
20350206,203502,2035,5,1,1996,1,5,5,5,3,NA,6,3,3,4,4,2,NA,NA,NA,NA,4,3,4,3,4,4,4,NA,1,1,2,1,4,2,3,3,4,2,4,3,2,4,5,3,2,1,1,4,4,5,2,2,2,3,3,2,2,14,2,1,0,0,5,0
20350212,203502,2035,5,2,1996,1,5,5,5,5,4,7,9,5,5,5,5,2,2,2,2,4,4,4,NA,4,4,4,2,1,1,1,1,2,2,2,2,4,2,4,3,2,4,4,4,2,1,2,2,2,2,2,2,2,2,2,3,3,14,2,5,0,2,4,0
20350214,203502,2035,5,2,1995,1,5,5,5,4,3,4,1,3,2,5,4,2,2,2,2,3,4,4,3,4,4,4,2,1,3,1,2,4,5,4,4,1,4,3,3,5,3,4,1,5,4,5,4,2,3,4,4,5,4,3,3,2,15,2,2,0,3,5,0
20350216,203502,2035,5,2,1996,1,5,5,4,4,4,6,9,5,4,5,4,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,2,4,2,2,3,3,2,3,3,2,4,5,4,2,1,2,1,4,1,2,2,2,2,2,4,2,14,1,4,0,3,5,0
20350218,203502,2035,5,2,1996,2,5,5,5,5,4,5,8,5,4,4,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,1,2,2,2,3,4,2,4,3,3,3,4,3,2,2,3,3,3,2,2,2,1,3,3,4,2,14,2,5,0,3,5,0
20350220,203502,2035,5,2,1996,1,4,4,4,3,NA,5,8,4,4,4,2,NA,NA,NA,NA,3,4,4,4,4,3,3,NA,1,1,3,2,2,2,3,3,4,2,4,3,3,3,4,4,2,1,3,3,3,3,2,2,3,2,2,4,2,14,1,5,0,3,5,0
20350222,203502,2035,5,2,1995,1,5,5,5,5,4,5,7,4,5,5,2,2,2,2,2,4,3,2,3,4,4,4,2,2,2,2,2,2,1,2,2,3,2,3,3,1,3,4,4,2,2,1,3,4,3,1,1,3,2,3,3,2,15,0,3,0,2,5,0
20350224,203502,2035,5,1,1995,1,5,5,5,5,4,10,9,5,4,5,4,2,2,2,2,3,4,4,4,4,3,4,2,2,1,2,3,2,1,2,2,4,2,4,3,2,4,4,4,2,2,2,4,4,4,2,2,2,2,2,3,2,15,0,3,0,4,5,0
20350225,203502,2035,5,1,1996,1,5,5,5,5,4,5,7,5,5,5,4,2,2,1,2,4,3,4,4,4,4,4,2,1,1,1,1,1,4,1,2,3,2,4,4,3,4,5,5,2,2,3,4,2,2,2,3,2,1,4,4,5,14,5,5,0,1,5,0
20350227,203502,2035,5,1,1995,1,5,5,5,4,3,8,9,4,5,5,4,1,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,4,2,4,1,4,4,2,3,4,4,1,1,2,3,4,2,2,2,1,2,2,2,4,15,0,5,0,2,2,0
20350401,203504,2035,5,2,1995,3,4,4,4,3,4,8,10,5,5,5,4,2,2,2,2,4,4,4,2,3,4,4,2,1,1,2,1,1,1,1,2,2,1,4,3,1,4,3,4,1,1,2,2,2,2,1,1,1,1,2,2,2,15,0,5,0,3,3,0
20350402,203504,2035,5,2,1996,1,5,5,5,5,4,5,9,4,5,3,3,1,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,4,1,4,3,1,4,5,5,1,1,1,3,2,3,2,2,2,2,2,2,3,14,1,2,0,6,5,0
20350403,203504,2035,5,2,1996,2,5,5,5,4,4,8,8,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,1,2,2,3,1,4,3,1,4,4,4,1,1,2,2,2,2,2,1,2,2,2,2,3,14,0,2,0,4,5,0
20350404,203504,2035,5,2,1996,3,4,4,5,3,4,9,9,5,5,5,5,1,2,2,2,4,4,4,4,3,3,4,2,1,1,1,1,1,1,1,2,4,2,4,4,1,4,5,4,1,1,1,4,2,2,1,1,2,2,1,3,4,14,0,3,0,4,4,0
20350407,203504,2035,5,2,1996,2,5,5,5,5,3,8,9,4,4,3,2,2,2,2,2,4,4,4,4,4,4,4,2,1,4,3,1,3,3,2,4,2,3,3,2,3,3,3,3,1,2,3,1,2,1,2,3,1,2,3,1,5,14,0,2,0,3,4,0
20350408,203504,2035,5,2,1996,2,4,4,5,4,4,7,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,3,2,3,2,4,1,4,4,3,5,5,5,1,1,1,5,5,2,1,1,1,2,2,3,3,14,0,4,0,3,4,0
20350410,203504,2035,5,2,1996,1,5,5,5,5,3,5,7,5,5,4,3,2,2,2,2,4,3,4,3,4,4,4,2,2,2,3,1,2,1,2,4,4,4,3,2,3,5,3,4,2,2,3,2,2,2,2,2,2,3,3,3,2,14,5,2,0,5,5,0
20350411,203504,2035,5,1,1995,1,5,5,5,3,4,3,7,5,5,3,5,2,2,2,2,4,3,4,3,4,4,4,2,1,2,1,2,2,2,4,3,4,3,4,4,1,5,5,5,1,1,1,5,5,5,1,4,2,1,3,2,2,15,2,1,0,3,3,0
20350413,203504,2035,5,2,1996,1,4,4,5,4,3,6,7,4,4,5,4,2,2,2,2,3,2,2,3,4,4,4,2,1,1,1,1,2,1,1,2,3,2,3,3,1,4,2,3,1,1,1,3,3,2,2,2,2,3,2,2,4,14,8,3,0,1,5,0
20350414,203504,2035,5,2,1996,1,5,5,5,4,4,6,8,4,4,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,3,4,1,4,4,1,5,5,5,1,1,1,3,5,4,2,3,2,2,3,3,3,14,4,4,0,6,3,0
20350417,203504,2035,5,2,1996,2,4,4,4,3,4,9,9,5,5,5,4,1,2,2,2,4,3,4,4,3,4,4,2,1,2,1,2,2,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,14,1,4,0,3,4,0
20350418,203504,2035,5,1,1995,1,4,5,5,4,4,8,10,4,4,5,4,1,1,2,1,4,4,4,3,4,4,4,2,4,1,1,1,2,1,2,3,4,1,4,3,2,2,4,4,1,1,2,1,5,2,1,1,1,1,2,2,1,15,5,2,0,2,5,0
20350419,203504,2035,5,2,1996,1,5,5,5,4,4,5,8,5,4,4,3,2,2,2,2,4,3,4,3,4,4,3,2,1,2,1,2,2,1,2,3,3,3,3,3,4,4,4,4,2,2,2,4,2,2,1,1,2,2,3,4,2,14,0,2,0,2,4,0
20350421,203504,2035,5,1,1996,1,4,4,4,4,4,8,9,4,4,4,4,2,2,2,2,4,3,4,3,4,3,1,2,2,1,2,1,3,2,2,2,4,3,4,3,1,2,4,4,2,1,2,3,3,4,2,2,2,2,3,3,4,14,0,2,0,2,4,0
20350422,203504,2035,5,1,1996,2,4,4,4,4,4,6,10,3,3,5,4,1,2,2,2,4,2,4,3,4,4,4,2,1,1,1,1,1,1,2,2,4,1,4,3,1,5,2,4,1,1,1,3,5,5,2,2,2,2,2,4,1,14,4,5,0,3,2,0
20350423,203504,2035,5,2,1996,1,5,5,5,5,3,8,9,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,3,1,4,3,2,4,4,4,1,1,2,4,2,4,2,2,2,2,2,2,4,14,7,4,0,4,5,0
20350424,203504,2035,5,2,1996,1,5,5,5,4,3,8,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,3,3,4,3,2,4,4,3,2,1,2,3,3,4,2,2,2,2,3,2,4,14,2,0,0,6,5,0
20350425,203504,2035,5,1,1995,1,5,4,4,4,4,8,9,5,5,4,5,2,2,2,2,4,4,4,3,4,3,4,1,1,1,1,2,2,2,3,2,3,2,3,3,1,4,4,3,2,2,1,3,5,3,2,2,2,3,2,3,2,15,4,4,0,1,3,0
20490202,204902,2049,4,1,1995,1,4,5,4,3,4,8,8,4,4,5,5,2,2,1,2,4,3,4,3,4,4,3,2,1,2,1,1,2,2,3,2,3,2,4,3,1,3,4,3,2,1,1,3,2,4,2,2,2,2,2,2,4,15,0,5,0,1,5,0
20490203,204902,2049,4,1,1996,1,4,5,5,4,4,5,6,4,4,5,5,2,2,2,1,4,4,4,3,4,4,3,2,1,3,1,2,2,2,1,3,2,3,2,2,2,3,3,1,2,2,2,2,2,2,2,2,3,2,2,3,2,14,1,5,0,3,2,0
20490204,204902,2049,4,2,1994,1,4,4,4,3,4,9,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,1,3,2,3,3,3,3,3,3,4,4,3,4,5,5,3,2,2,4,4,4,3,3,2,2,2,2,4,16,1,2,0,1,0,0
20490209,204902,2049,4,2,1995,1,5,5,5,5,3,8,8,5,4,5,5,1,2,2,2,4,3,4,4,3,3,4,1,1,2,1,1,1,1,2,1,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,15,3,5,0,3,4,0
20490210,204902,2049,4,2,1995,1,4,5,4,3,3,5,7,3,4,5,5,1,2,2,1,4,4,4,3,4,4,2,1,1,1,2,1,2,2,2,3,4,1,3,4,1,4,5,5,1,1,1,3,4,3,1,2,3,3,3,3,2,15,0,3,0,3,3,0
20490211,204902,2049,4,1,1995,1,5,5,4,4,2,5,1,4,4,5,4,2,2,2,2,4,3,4,3,4,4,4,2,1,2,1,1,2,2,3,3,2,2,2,2,2,5,4,3,2,2,3,2,1,2,1,2,1,3,4,4,1,15,3,5,0,0,3,0
20490212,204902,2049,4,2,1995,1,4,5,5,4,4,4,7,4,5,5,4,2,2,2,2,4,4,4,3,4,4,4,1,1,1,4,2,1,1,1,4,4,4,NA,2,1,5,5,5,1,1,1,5,4,5,1,2,4,2,2,3,1,15,1,4,0,4,5,0
20490213,204902,2049,4,1,1995,3,3,3,4,3,3,7,7,4,3,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,2,1,3,2,3,2,2,3,2,3,3,2,3,2,2,2,1,4,2,2,1,2,3,2,2,2,2,3,15,3,5,0,1,5,0
20490216,204902,2049,4,2,1996,1,4,5,5,4,4,9,10,4,5,5,5,2,2,2,2,3,3,4,4,4,4,4,2,1,1,1,1,1,2,2,3,3,2,3,3,2,4,4,4,2,2,3,4,4,4,2,2,2,2,2,2,4,14,1,5,0,4,4,0
20490217,204902,2049,4,2,1996,1,4,4,3,3,1,8,7,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,NA,1,2,1,2,2,2,3,3,3,3,4,3,2,3,3,4,3,2,3,4,3,2,2,3,2,2,3,2,4,14,0,4,0,4,4,0
20490219,204902,2049,4,1,1995,1,5,5,4,3,4,7,9,4,4,5,5,2,2,1,2,4,4,4,4,4,4,4,2,3,1,1,1,1,1,2,2,2,3,4,3,3,5,5,5,1,1,2,5,3,4,1,1,2,2,1,1,4,15,0,3,0,2,5,0
20490223,204902,2049,4,1,1996,3,4,5,3,3,4,10,10,5,4,5,4,2,2,1,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,3,2,4,2,4,4,2,4,4,5,2,2,2,4,4,5,1,1,1,1,3,3,2,14,1,4,0,2,4,0
20490225,204902,2049,4,2,1995,1,5,5,5,5,3,8,7,4,4,4,4,2,2,2,2,4,3,4,3,4,4,4,1,1,2,5,NA,3,2,4,4,2,3,2,2,5,2,4,3,3,3,3,3,5,3,2,2,3,3,2,2,4,15,4,5,0,1,5,0
20490227,204902,2049,4,1,1996,1,5,5,5,4,4,9,9,5,4,5,4,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,2,1,2,2,3,3,2,3,3,1,3,4,4,2,2,2,3,3,3,1,2,2,2,2,2,4,14,6,3,0,1,5,0
20490229,204902,2049,4,2,1995,2,3,4,3,3,3,5,7,3,4,3,2,2,2,2,2,4,4,4,3,4,4,2,1,1,2,2,2,2,3,3,2,3,2,4,3,2,4,2,2,3,1,2,2,4,2,2,1,1,1,3,3,2,15,2,5,0,1,5,0
20490230,204902,2049,4,2,1996,3,5,4,3,3,4,8,7,5,4,3,5,2,2,2,2,4,3,4,4,3,4,4,2,1,2,1,2,1,1,3,2,3,2,4,4,2,4,4,4,2,2,2,4,4,4,2,2,3,2,2,2,5,14,2,5,0,1,5,0
20490301,204903,2049,4,2,1995,1,5,5,5,4,4,7,8,1,3,5,3,1,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,2,1,2,3,3,1,4,3,2,2,5,3,2,2,3,5,3,5,2,2,2,1,3,2,1,15,1,3,0,0,2,0
20490302,204903,2049,4,1,1995,1,4,3,4,3,4,8,9,5,5,5,5,2,2,2,2,3,3,4,4,4,4,4,2,1,1,2,1,1,1,2,3,4,3,3,3,2,4,4,3,2,2,2,4,4,4,2,2,2,2,1,2,4,15,9,2,0,0,1,0
20490303,204903,2049,4,1,1996,1,5,5,5,5,4,6,7,2,3,5,4,2,2,2,2,4,4,4,3,3,4,3,2,1,1,4,2,2,2,2,3,4,2,3,3,3,3,4,4,2,1,2,2,3,3,2,2,2,2,2,3,2,14,1,3,0,6,4,0
20490304,204903,2049,4,1,1995,1,4,5,5,4,3,7,10,4,4,4,3,2,2,2,2,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,2,4,2,4,4,1,4,3,5,1,1,1,2,4,1,1,1,3,1,3,2,5,15,1,5,0,4,5,0
20490305,204903,2049,4,2,1995,1,4,5,5,3,4,2,3,4,5,5,5,2,2,2,1,4,4,4,3,4,4,2,1,1,1,1,3,1,1,2,2,2,3,3,3,2,5,4,1,1,2,2,4,2,2,2,2,4,4,2,1,1,15,1,1,0,4,3,0
20490306,204903,2049,4,2,1995,1,4,4,3,3,NA,10,10,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,2,2,3,3,2,3,2,4,2,4,4,3,2,4,3,4,1,2,4,4,2,1,2,4,15,4,2,0,1,2,0
20490307,204903,2049,4,1,1995,1,5,3,3,3,3,9,9,5,3,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,3,4,1,3,4,1,2,4,4,1,1,2,1,4,1,2,2,2,2,1,2,4,15,0,5,0,3,5,0
20490308,204903,2049,4,2,1995,1,4,5,4,3,NA,3,10,4,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,2,1,2,2,2,2,4,2,4,3,1,3,5,5,1,1,1,4,3,4,2,2,3,3,3,3,3,15,3,4,0,2,0,0
20490310,204903,2049,4,2,1996,1,5,5,5,5,4,8,8,5,4,5,3,2,2,2,1,4,4,4,4,4,4,4,2,1,2,2,2,1,1,1,2,3,2,4,3,1,5,4,5,1,1,1,2,2,2,2,2,2,2,1,1,4,14,3,2,0,2,2,0
20490311,204903,2049,4,2,1996,1,2,3,2,2,4,2,5,4,4,5,2,2,2,2,1,4,4,4,4,4,4,4,1,1,3,4,2,2,1,1,4,4,3,4,2,2,3,4,2,2,1,2,3,4,3,3,3,4,3,2,2,2,14,1,1,0,2,2,0
20490313,204903,2049,4,1,1995,2,4,4,3,4,3,8,8,4,5,5,4,2,2,2,2,4,4,4,3,4,4,3,2,1,1,1,1,1,1,2,2,4,1,4,3,1,2,2,4,1,1,1,2,3,2,2,1,1,1,2,2,1,15,2,3,0,4,5,0
20490323,204903,2049,4,1,1996,1,5,5,4,3,4,8,9,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,4,3,1,1,1,1,2,3,3,2,3,3,2,3,3,4,2,2,2,2,3,4,1,1,1,1,2,2,4,14,0,4,0,3,5,0
21280101,212801,2128,3,2,1995,2,4,4,5,4,4,4,7,4,4,5,5,2,2,2,2,4,3,3,3,4,4,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,4,4,3,1,2,1,2,4,2,2,2,2,1,1,2,3,15,1,5,0,2,4,0
21280104,212801,2128,3,1,1995,NA,3,4,4,2,4,7,8,5,4,5,5,2,2,1,2,4,4,4,4,4,4,4,1,1,2,1,2,1,4,1,4,3,3,4,3,5,2,1,2,4,3,5,2,3,2,2,1,1,1,3,1,5,15,1,4,0,2,5,0
21280107,212801,2128,3,1,1996,2,3,4,4,3,4,6,10,4,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,2,1,2,2,2,2,2,3,2,4,3,2,3,5,4,1,1,1,3,3,3,1,1,1,2,2,2,3,14,1,3,0,3,5,0
21280108,212801,2128,3,1,1995,1,4,4,5,4,4,7,8,4,5,5,4,2,2,1,2,3,3,4,3,3,3,4,1,1,2,1,2,1,2,2,3,2,3,3,2,1,2,3,2,2,2,2,3,4,2,3,2,2,3,3,3,4,15,1,3,0,4,2,0
21280109,212801,2128,3,1,1995,1,4,4,4,3,4,7,9,4,4,5,5,2,2,2,2,3,4,4,3,4,4,4,2,1,1,2,2,2,1,1,2,3,2,3,3,1,4,4,2,1,1,2,4,2,4,2,1,2,2,2,2,4,15,3,2,0,2,5,0
21280115,212801,2128,3,1,1994,3,4,4,5,4,1,8,9,4,5,5,5,2,2,2,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,5,4,1,1,1,3,4,3,1,1,1,1,2,1,5,16,0,5,0,0,5,0
21280116,212801,2128,3,2,1995,3,4,4,5,4,NA,7,8,5,5,5,3,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,1,1,1,1,1,1,1,1,1,1,4,4,1,3,4,3,1,1,2,3,2,2,1,1,1,2,2,1,5,15,0,2,0,3,5,0
21280118,212801,2128,3,1,1994,2,3,4,4,4,NA,8,10,4,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,4,1,2,1,4,4,1,5,4,4,2,1,2,4,4,4,2,2,2,1,3,4,5,16,4,0,0,2,5,0
21280121,212801,2128,3,2,1996,1,3,3,3,3,4,3,2,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,1,1,3,1,3,4,2,1,1,1,2,5,4,2,1,2,1,1,2,5,14,3,3,0,3,5,0
21280123,212801,2128,3,2,1995,2,5,5,4,4,3,7,6,5,5,5,5,2,2,2,2,4,1,2,3,4,4,4,1,1,1,1,2,1,1,1,2,4,1,4,3,2,3,1,2,2,1,1,2,1,1,1,1,2,2,2,3,2,15,5,5,0,0,3,0
21280301,212803,2128,3,1,1994,3,3,3,3,3,3,5,6,5,4,5,5,2,2,2,2,4,4,4,3,4,4,4,1,1,1,1,2,1,1,1,1,1,1,4,4,1,2,4,5,1,1,1,2,4,3,3,3,2,2,2,2,3,16,4,5,0,0,1,0
21280302,212803,2128,3,2,1995,3,3,3,3,3,4,2,2,5,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,4,4,1,2,4,5,1,1,1,2,2,3,2,2,2,2,2,2,5,15,1,0,0,2,5,0
21280305,212803,2128,3,2,1993,3,3,3,2,2,3,9,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,5,NA,1,2,3,2,2,2,3,3,3,3,3,3,3,2,3,2,1,2,2,1,1,1,2,2,3,17,1,1,0,2,2,0
21280306,212803,2128,3,2,1994,1,5,5,5,4,3,8,10,4,4,5,3,2,2,2,1,4,4,4,3,4,4,4,2,1,2,4,2,1,1,2,3,4,2,4,3,2,4,3,2,2,1,2,4,4,4,2,1,1,2,2,2,2,16,1,0,0,5,4,0
21280307,212803,2128,3,1,1995,1,4,5,4,3,4,7,10,5,3,5,5,2,2,2,1,4,4,4,3,4,4,4,2,1,1,1,2,1,1,2,3,4,2,4,4,2,5,5,5,1,1,1,5,5,4,1,1,1,1,2,2,3,15,0,2,0,1,5,0
21280308,212803,2128,3,2,1995,1,5,5,5,4,3,5,8,2,4,3,5,2,2,2,1,4,4,4,3,4,4,4,1,1,1,3,1,1,1,1,2,3,1,3,3,1,5,5,5,1,1,1,3,3,3,2,3,4,3,2,2,1,15,2,5,0,3,5,0
21280309,212803,2128,3,2,1993,3,3,3,2,2,4,7,8,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,5,NA,2,2,3,2,2,1,3,4,2,4,5,5,2,1,1,4,4,5,2,2,2,2,2,2,3,17,0,0,1,4,4,0
21280310,212803,2128,3,1,1996,1,4,5,4,3,4,7,9,4,3,4,4,1,2,1,1,4,4,4,3,4,4,3,2,1,1,1,1,1,2,2,2,3,2,4,4,3,5,3,4,2,1,2,3,4,4,2,2,2,3,3,3,4,14,1,2,0,2,4,0
21280311,212803,2128,3,2,1996,1,5,5,5,5,4,6,9,4,5,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,1,1,1,1,1,1,2,3,1,3,3,1,5,2,4,1,1,1,3,3,3,2,1,3,3,2,3,3,14,1,5,0,5,5,0
21280312,212803,2128,3,1,1995,3,4,4,4,4,4,3,9,4,4,3,4,2,2,1,1,4,4,4,4,4,4,4,2,1,2,1,1,3,3,3,3,3,3,4,4,3,4,5,5,3,3,3,3,3,3,2,1,1,2,2,3,2,15,0,5,0,3,5,0
21280313,212803,2128,3,1,1996,1,5,5,4,5,4,6,8,4,5,5,5,2,2,2,2,3,3,4,4,4,4,4,2,1,1,1,NA,1,1,2,2,3,3,3,2,1,3,2,4,1,1,1,2,3,4,2,2,2,2,2,2,4,14,4,1,0,1,2,0
21280315,212803,2128,3,1,1993,3,3,4,3,3,4,6,6,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,3,5,NA,2,3,3,4,3,3,3,3,4,4,3,3,3,2,3,4,3,3,2,3,2,2,2,2,4,17,3,5,0,2,1,0
21280316,212803,2128,3,2,1995,1,4,5,5,4,3,3,7,2,4,3,2,1,2,2,2,4,4,4,2,3,4,3,1,1,1,1,1,1,1,1,2,4,1,4,4,2,4,3,3,2,2,NA,3,4,3,1,1,1,2,3,4,1,15,3,5,0,4,5,0
21280317,212803,2128,3,1,1995,2,3,4,5,3,NA,1,7,2,4,4,5,2,2,2,2,4,4,3,3,3,3,1,2,1,2,1,3,3,1,3,3,1,4,1,2,3,2,1,2,3,3,3,2,4,2,2,2,2,2,3,4,1,15,0,1,0,2,3,0
21280319,212803,2128,3,1,1996,1,5,5,5,5,4,3,7,3,5,5,2,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,1,3,2,3,3,2,3,3,2,1,2,3,2,1,1,2,1,5,2,3,2,1,2,1,1,5,14,6,3,0,1,3,0
21730201,217302,2173,5,2,1996,1,5,5,5,5,3,8,5,5,5,5,5,2,2,2,2,3,3,4,3,3,4,4,2,1,1,1,3,1,1,1,3,2,3,3,2,3,1,2,2,2,2,3,2,4,2,1,1,2,2,3,2,2,14,0,2,0,1,4,0
