youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_sest1,y1_sest2,y1_sest3,y1_sest4,y1_tenc1,y1_tenc2,y1_tenc3,age,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate
47580306,475803,4758,5,2,1995,2,5,5,5,5,3,6,7,5,5,5,4,2,2,2,2,3,4,4,4,4,4,4,2,1,1,2,2,1,1,2,3,4,1,4,3,1,3,3,2,1,1,1,2,2,2,1,1,2,2,2,2,2,15,1,3,0,3,5,0
47580310,475803,4758,5,1,1995,1,4,5,5,4,4,8,8,5,5,5,5,1,2,2,2,4,3,4,3,4,4,4,2,1,1,1,2,2,1,3,3,4,2,4,3,2,3,4,5,2,2,3,3,4,2,2,3,2,2,2,3,4,15,0,5,0,3,5,0
47580311,475803,4758,5,1,1997,1,5,5,5,3,4,5,8,4,3,5,5,2,2,2,2,3,4,4,4,4,4,4,1,2,2,3,1,2,1,2,3,3,3,3,2,2,3,4,4,2,1,2,4,4,2,2,2,2,2,4,2,2,13,6,5,0,1,3,0
47580313,475803,4758,5,1,1996,1,4,5,5,4,4,8,4,5,4,2,3,2,2,2,2,4,2,3,2,4,4,4,1,1,1,1,3,2,4,4,3,3,3,4,4,2,3,5,3,2,3,2,4,4,3,2,1,3,2,4,4,4,14,9,5,0,0,3,0
47580314,475803,4758,5,2,1996,1,4,4,4,4,4,8,10,5,4,5,3,2,2,2,2,4,4,4,4,3,4,4,2,1,1,1,2,2,1,3,3,3,2,4,3,3,4,3,4,2,2,2,3,3,2,2,2,2,3,2,3,3,14,0,5,0,3,4,0
47580316,475803,4758,5,1,1996,1,5,5,5,5,4,5,9,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,1,2,2,2,2,2,3,3,2,2,4,4,2,2,2,2,4,4,4,2,2,1,2,2,3,4,14,2,4,0,4,5,0
47580317,475803,4758,5,1,1995,1,4,5,5,4,4,9,9,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,3,1,4,3,2,3,4,4,2,1,2,2,3,3,2,2,1,2,1,2,3,15,2,3,0,2,5,0
47580319,475803,4758,5,1,1996,1,5,5,5,4,4,8,10,5,5,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,1,3,2,1,2,1,2,3,1,3,4,1,3,4,4,2,1,2,3,3,2,1,2,1,1,1,2,4,14,2,4,0,5,4,0
47580321,475803,4758,5,1,1995,1,5,5,5,4,4,6,8,4,4,5,4,1,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,4,2,3,1,3,3,2,2,2,2,2,1,4,5,5,5,1,1,2,2,5,5,1,15,0,5,0,1,3,0
47580322,475803,4758,5,2,1995,1,4,5,3,3,4,4,3,5,5,5,5,2,1,2,1,4,4,4,3,4,3,4,2,1,2,3,1,2,3,2,3,3,3,3,2,4,4,4,4,2,2,3,3,3,3,2,2,2,2,3,3,4,15,1,4,0,1,5,0
47580323,475803,4758,5,1,1996,2,5,5,4,4,3,10,8,4,3,5,3,1,2,2,1,3,4,4,4,4,4,4,1,1,2,3,3,2,1,2,3,3,2,3,3,2,2,5,3,2,1,2,4,3,5,2,2,2,2,2,3,4,14,2,5,0,1,5,0
47580603,475806,4758,5,2,1996,1,4,4,5,4,4,8,9,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,2,1,1,2,4,1,4,3,1,5,5,5,1,1,1,5,2,5,1,1,2,2,2,2,5,14,0,0,1,3,5,0
47580605,475806,4758,5,2,1996,1,5,4,5,4,3,8,9,5,5,5,5,2,2,2,2,4,2,4,3,4,4,4,2,1,1,1,2,2,2,3,2,3,2,4,3,1,3,4,2,1,1,1,3,4,4,2,3,3,2,3,3,4,14,8,5,0,0,0,1
47580609,475806,4758,5,2,1995,1,5,5,5,5,3,8,8,5,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,1,2,1,2,3,4,2,4,3,1,5,5,5,1,1,2,3,4,3,1,2,2,2,3,2,3,15,0,3,0,2,5,0
47580611,475806,4758,5,2,1995,3,5,5,5,5,4,10,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,4,3,1,1,3,1,4,1,4,3,1,5,5,5,1,1,1,2,2,3,1,2,2,2,2,1,4,15,0,1,0,6,5,0
47580614,475806,4758,5,2,1995,1,5,5,5,4,4,8,5,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,1,1,3,3,3,1,1,2,4,2,3,2,1,4,5,3,4,1,2,3,2,3,1,2,2,3,2,2,2,4,15,2,4,0,0,3,0
47580615,475806,4758,5,2,1995,1,4,5,5,4,3,7,9,4,4,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,4,1,1,1,2,2,3,1,3,3,1,4,4,4,1,1,1,3,2,3,2,1,1,1,1,1,3,15,1,5,0,5,5,0
47580619,475806,4758,5,1,1995,1,4,5,4,4,3,5,8,4,4,5,4,2,2,2,1,2,2,2,1,4,4,4,2,1,2,1,1,1,1,1,2,1,3,2,2,2,4,1,2,1,1,2,2,3,4,1,2,1,1,3,3,2,15,5,5,0,1,5,0
47580620,475806,4758,5,1,1995,1,4,4,4,4,4,9,10,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,3,1,3,3,1,5,5,5,1,1,1,5,5,4,2,1,1,1,2,2,3,15,0,5,0,0,2,0
47580621,475806,4758,5,2,1996,2,5,5,5,5,4,6,8,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,3,1,2,1,4,4,3,3,3,4,2,3,2,2,2,3,3,4,2,2,2,1,1,1,2,3,2,2,14,0,5,0,6,5,0
47580622,475806,4758,5,1,1995,1,5,5,5,4,4,8,9,5,5,5,4,2,2,2,2,4,2,3,3,3,4,4,2,1,1,1,1,1,1,1,1,3,2,3,4,1,5,4,5,1,1,1,2,2,1,2,1,1,2,1,2,5,15,5,4,0,1,3,0
47580625,475806,4758,5,2,1996,1,5,5,5,5,3,3,3,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,2,3,1,1,1,1,2,3,2,3,3,2,4,2,2,2,2,2,1,1,1,2,2,2,2,2,1,4,14,0,0,1,2,5,0
47580626,475806,4758,5,1,1995,1,5,5,5,5,4,3,10,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,1,1,1,2,3,2,1,4,1,5,4,5,1,1,2,4,2,2,1,1,1,1,4,2,2,15,3,2,0,3,5,0
47580627,475806,4758,5,2,1995,3,5,5,5,5,4,7,8,5,5,5,5,2,2,2,2,4,4,4,3,2,3,2,2,1,1,1,1,2,2,2,2,4,2,4,4,3,4,4,5,2,1,2,2,4,3,2,1,2,2,3,4,1,15,0,2,0,6,4,0
47650102,476501,4765,5,1,1995,2,5,5,5,5,4,9,9,5,5,5,5,2,2,2,2,4,4,4,2,3,3,3,2,1,1,1,1,1,1,2,3,4,2,4,4,1,5,5,5,1,1,1,5,4,2,1,1,2,1,2,5,1,15,1,5,0,6,5,0
47650103,476501,4765,5,1,1996,1,5,5,5,5,4,4,8,5,5,5,5,2,2,2,2,4,3,3,4,4,4,4,2,1,1,1,1,2,2,2,3,3,2,3,3,1,4,4,5,1,1,1,2,4,3,2,2,2,2,2,2,4,14,5,5,0,1,4,0
47650106,476501,4765,5,2,1995,1,4,5,5,5,3,3,6,5,4,5,4,2,2,2,2,3,4,4,3,4,4,4,1,1,3,1,2,2,2,3,3,3,4,3,3,3,2,4,1,2,3,2,2,3,2,1,3,3,3,2,3,2,15,0,3,0,6,5,0
47650108,476501,4765,5,1,1995,1,5,5,5,5,4,7,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,1,2,3,2,3,2,3,3,2,3,5,2,2,2,2,4,1,4,2,3,2,1,1,4,4,3,15,3,0,0,1,5,0
47650109,476501,4765,5,2,1996,1,4,5,3,4,3,9,8,5,5,5,5,2,2,2,2,2,2,2,2,4,4,4,2,1,1,1,1,2,2,2,1,4,1,4,4,1,3,3,3,1,1,1,3,2,3,2,2,2,2,2,2,3,14,4,5,0,1,2,0
47650110,476501,4765,5,2,1996,1,5,5,5,5,4,7,9,5,4,5,4,2,2,2,1,3,3,3,3,4,4,3,2,1,2,1,3,3,3,3,3,3,1,4,3,3,3,2,1,1,2,1,1,1,1,2,2,2,1,3,3,1,14,0,0,1,5,5,0
47650111,476501,4765,5,1,1996,1,5,5,5,4,4,6,9,4,4,5,3,2,2,2,2,4,3,4,3,3,4,4,2,1,1,1,2,2,2,2,3,4,2,3,3,2,5,5,3,2,1,1,4,3,2,2,4,1,2,2,3,4,14,3,5,0,0,4,0
47650113,476501,4765,5,2,1996,1,5,5,5,5,4,10,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,2,2,2,4,2,4,4,2,4,4,3,2,2,2,2,2,2,1,1,1,1,2,2,5,14,1,3,0,5,5,0
47650114,476501,4765,5,2,1996,1,5,5,5,5,4,7,8,2,4,5,5,2,2,2,2,4,3,4,3,3,3,3,2,1,2,1,2,2,2,1,2,3,1,4,3,2,4,3,3,2,2,3,2,5,2,2,1,2,2,2,3,1,14,4,3,0,6,5,0
47650115,476501,4765,5,1,1996,1,4,5,5,5,2,8,10,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,3,4,2,4,3,3,5,5,5,1,1,2,2,4,2,2,1,3,3,2,1,4,14,1,5,0,2,4,0
47650119,476501,4765,5,1,1996,1,5,5,5,4,4,8,9,4,5,5,4,2,2,1,2,4,3,4,3,4,3,4,2,1,2,2,1,1,1,1,1,4,1,4,3,1,4,4,4,1,2,2,3,4,3,1,1,2,1,2,3,2,14,3,3,0,3,3,0
47650120,476501,4765,5,2,1995,2,3,4,3,3,3,8,8,4,4,5,4,2,2,2,2,3,3,4,4,4,4,4,2,1,2,1,2,3,4,3,3,3,3,4,2,3,4,3,2,3,3,3,4,3,4,2,2,2,2,4,3,3,15,0,2,0,4,5,0
47650122,476501,4765,5,1,1995,1,3,5,4,3,3,1,3,1,4,5,5,1,1,1,2,4,3,4,2,4,4,1,2,1,1,2,3,2,2,4,3,4,2,4,3,2,3,4,4,2,2,3,5,5,5,2,2,1,1,5,5,1,15,4,5,0,0,1,0
47650123,476501,4765,5,2,1995,1,5,5,5,4,4,7,8,4,5,5,5,2,2,2,2,4,4,4,3,4,3,4,2,1,2,1,2,2,2,3,3,3,3,3,3,2,5,4,4,2,2,1,2,4,2,2,2,2,2,3,3,2,15,0,0,1,5,5,0
47650125,476501,4765,5,1,1995,1,5,5,4,4,3,7,8,3,3,4,3,2,1,2,2,3,2,4,3,3,4,4,2,1,1,3,2,2,1,2,3,3,2,3,3,3,3,4,3,2,2,2,4,4,4,2,3,1,2,2,3,2,15,2,4,0,3,4,0
47650126,476501,4765,5,1,1996,3,4,5,5,5,4,8,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,4,1,4,4,2,4,4,4,1,1,2,4,2,2,2,2,2,2,2,2,4,14,3,0,0,2,5,0
47650302,476503,4765,5,2,1996,2,3,3,5,3,3,5,7,5,4,5,1,2,2,2,2,4,3,4,3,2,3,4,2,1,2,1,3,3,1,2,3,3,3,3,3,4,2,3,2,4,2,5,1,2,1,2,2,3,2,4,4,3,14,0,5,0,4,4,0
47650303,476503,4765,5,2,1996,3,4,3,4,2,4,6,6,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,2,3,4,2,4,3,4,4,3,5,5,4,3,3,3,2,5,2,2,2,2,2,3,3,1,14,4,1,0,5,4,0
47650307,476503,4765,5,1,1994,1,5,5,5,5,4,5,6,5,5,4,5,2,2,2,2,4,3,3,4,4,4,4,2,1,1,1,1,1,1,1,3,4,2,4,4,3,5,3,4,1,1,2,2,1,2,2,2,3,3,3,5,4,16,2,2,0,2,5,0
47650308,476503,4765,5,2,1995,NA,5,4,4,3,4,7,6,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,3,2,3,3,4,3,3,2,2,5,5,4,3,2,3,4,5,4,3,2,4,3,4,3,4,15,4,3,0,2,5,0
47650310,476503,4765,5,1,1995,1,5,5,5,5,4,7,9,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,3,2,4,3,1,4,4,4,1,1,2,4,4,4,1,1,1,2,3,3,4,15,0,5,0,3,4,0
47650313,476503,4765,5,1,1995,1,5,5,5,4,4,7,8,4,5,5,4,2,2,1,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,4,2,4,4,1,4,4,4,1,1,2,4,4,5,2,1,1,1,3,3,4,15,4,5,0,3,5,0
47650314,476503,4765,5,1,1994,3,4,4,3,3,4,5,8,2,3,5,3,2,2,2,2,4,4,4,3,4,2,2,2,1,1,1,1,2,3,3,2,4,2,4,4,2,4,5,4,2,2,2,4,4,4,2,2,2,3,4,4,1,16,8,3,0,2,5,0
47650316,476503,4765,5,2,1996,2,4,4,4,4,4,7,8,5,5,5,5,2,2,2,2,4,4,4,3,4,3,4,2,1,1,1,1,1,1,1,2,3,2,3,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,1,5,14,2,5,0,3,5,0
47650318,476503,4765,5,1,1995,1,5,5,5,4,4,6,8,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,3,1,2,3,4,3,4,4,2,4,5,4,2,2,2,3,3,3,2,1,1,1,3,4,2,15,7,5,0,1,4,0
47650320,476503,4765,5,2,1995,1,3,5,5,5,3,5,7,4,4,5,4,2,2,2,2,3,3,4,4,3,4,4,2,1,2,1,2,1,1,2,3,3,1,3,2,3,4,4,4,2,1,3,2,2,2,3,3,3,2,4,4,2,15,4,5,0,3,5,0
47650321,476503,4765,5,2,1996,2,3,4,5,3,4,6,7,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,2,2,1,2,3,3,3,2,3,3,2,2,2,2,2,4,2,2,1,2,2,4,3,3,2,4,14,0,5,0,1,5,0
47650322,476503,4765,5,2,1996,2,3,4,5,4,4,7,7,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,1,1,2,3,3,NA,3,3,4,2,2,2,2,2,4,2,2,2,2,2,3,2,4,4,4,14,0,5,0,1,5,0
47650323,476503,4765,5,1,1996,1,5,5,4,4,4,6,10,4,5,5,4,2,2,2,2,4,3,3,4,4,4,4,1,1,2,1,1,1,2,2,2,3,2,4,3,1,2,3,3,1,2,1,2,3,4,2,2,3,3,3,3,4,14,0,3,0,4,5,0
47650324,476503,4765,5,1,1996,1,4,5,4,3,4,4,7,3,4,5,5,2,2,2,2,2,2,2,2,4,4,4,2,1,2,5,NA,1,1,1,3,4,3,4,3,2,4,5,2,2,2,3,5,5,3,2,2,2,3,4,4,1,14,7,5,0,3,5,0
47650325,476503,4765,5,2,1995,1,4,4,5,3,3,7,8,5,5,5,4,2,2,2,1,4,4,4,4,4,4,4,2,1,2,5,NA,2,2,2,3,3,2,3,4,1,3,5,4,1,1,1,1,3,5,2,2,1,2,2,3,5,15,0,5,0,5,5,0
47650326,476503,4765,5,1,1995,1,5,5,5,5,4,2,9,4,5,5,3,2,2,2,1,4,4,4,3,4,4,3,2,1,1,1,1,1,2,2,3,3,2,4,4,2,4,4,3,1,1,1,4,3,4,2,2,2,2,3,4,1,15,1,3,0,0,0,1
48790101,487901,4879,1,2,1996,1,3,3,4,3,2,5,5,5,5,4,4,2,2,2,2,4,3,4,3,3,3,4,1,1,2,1,1,2,1,1,3,3,1,4,4,3,3,4,2,2,1,2,2,4,3,3,3,2,3,2,2,4,14,2,1,0,0,4,0
48790104,487901,4879,1,2,1994,1,3,3,3,2,3,6,7,4,5,5,3,2,2,2,2,4,2,4,3,2,3,4,1,1,1,2,1,2,1,4,3,3,1,4,4,1,3,5,3,1,2,2,4,5,3,2,2,3,2,1,2,2,16,2,3,0,1,5,0
48790106,487901,4879,1,2,1995,3,3,3,4,3,2,4,3,4,4,5,3,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,2,2,2,3,2,1,2,3,3,4,3,4,2,3,2,2,3,3,3,3,3,3,2,3,3,15,0,1,0,4,5,0
48790111,487901,4879,1,2,1994,3,4,4,4,4,4,3,2,NA,NA,NA,NA,2,2,2,2,4,3,3,3,3,3,3,2,1,1,1,1,NA,NA,NA,2,3,2,4,4,2,3,4,4,2,1,2,3,NA,2,2,2,2,2,NA,NA,NA,16,3,4,0,2,3,0
48790113,487901,4879,1,1,1995,2,3,3,3,3,4,6,5,4,4,5,4,1,2,1,2,4,3,4,3,4,4,4,2,1,1,1,1,2,1,3,2,3,2,4,3,2,3,3,4,1,1,2,3,2,3,2,2,2,3,2,3,2,15,0,5,0,1,5,0
48790114,487901,4879,1,2,1995,1,4,4,4,4,3,5,5,4,3,4,3,1,2,2,2,4,3,4,2,4,4,4,1,1,2,4,2,2,3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,15,3,5,0,2,5,0
48790115,487901,4879,1,2,1994,1,5,5,5,5,3,2,1,5,5,5,3,2,2,2,2,3,1,2,2,3,3,3,2,1,3,2,1,3,1,3,4,1,3,2,2,5,2,3,1,4,4,4,3,3,3,4,4,5,5,3,3,3,16,2,2,0,3,5,0
48790119,487901,4879,1,1,1995,2,4,3,3,3,4,4,8,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,5,NA,1,2,1,2,3,2,4,3,2,3,3,2,1,1,1,3,3,2,2,1,1,2,1,2,3,15,0,4,0,2,5,0
48790121,487901,4879,1,1,1995,1,3,3,3,3,4,7,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,2,1,NA,2,NA,4,1,3,3,3,2,1,2,2,2,2,1,1,1,1,2,NA,4,15,0,5,0,1,5,0
49670101,496701,4967,4,1,1995,1,5,5,5,5,4,8,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,2,3,2,4,3,2,3,3,3,2,2,2,4,3,2,2,3,3,3,3,3,2,15,0,0,1,4,5,0
49670103,496701,4967,4,2,1995,1,5,5,5,4,3,9,7,4,5,5,5,2,2,2,1,4,4,4,4,3,4,4,1,1,1,4,3,4,4,4,3,3,1,4,3,4,4,3,2,2,2,4,4,2,4,1,1,2,1,2,2,1,15,4,0,0,3,5,0
49670106,496701,4967,4,2,1996,1,4,5,5,5,4,4,7,4,5,4,5,2,2,2,1,4,4,4,4,3,3,3,2,1,2,4,2,1,1,2,3,4,2,4,3,2,5,5,4,1,1,1,3,4,4,2,2,2,2,2,3,3,14,1,1,0,1,1,0
49670108,496701,4967,4,1,1996,1,5,5,4,4,3,7,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,4,1,1,1,1,1,3,2,4,4,2,1,5,5,1,1,2,5,3,4,2,2,2,2,2,2,1,14,1,3,0,4,5,0
49670111,496701,4967,4,1,1996,1,4,4,4,3,4,7,10,4,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,3,4,2,4,3,NA,4,4,4,2,2,2,2,2,3,2,2,2,2,2,3,4,14,0,3,0,2,4,0
49670112,496701,4967,4,2,1995,2,5,5,5,4,2,4,4,1,5,5,4,2,1,2,2,4,4,4,3,4,4,4,1,1,3,5,NA,1,1,1,4,2,3,2,1,5,1,1,1,2,4,5,2,4,1,2,3,4,3,2,1,3,15,3,5,0,2,3,0
49670113,496701,4967,4,2,1996,1,5,5,5,5,4,5,5,4,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,2,2,2,3,3,3,2,3,3,3,4,4,3,2,2,2,3,3,4,2,2,3,3,3,3,2,14,0,3,0,3,3,0
49670115,496701,4967,4,2,1994,1,5,5,5,5,3,9,8,5,5,5,5,2,1,2,2,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,3,3,2,3,2,2,2,4,2,1,1,1,2,5,2,2,2,4,2,2,2,4,16,0,4,0,3,4,0
49670116,496701,4967,4,2,1996,1,4,4,4,4,3,8,10,5,5,5,5,2,2,2,1,3,3,3,3,2,3,4,1,1,1,3,2,1,1,1,2,3,2,2,3,2,4,5,4,1,1,1,2,3,2,2,2,2,1,1,1,4,14,0,2,0,4,4,0
49670117,496701,4967,4,2,1996,3,4,5,4,3,4,6,8,5,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,2,3,2,3,3,4,3,3,2,4,3,2,4,5,4,2,2,3,2,3,3,3,3,2,2,2,2,5,14,2,3,0,2,3,0
49670118,496701,4967,4,2,1996,1,5,5,5,4,3,6,7,5,5,5,3,2,2,2,1,4,4,4,4,4,4,4,2,1,2,1,3,1,1,1,3,3,2,3,2,2,4,3,2,2,1,2,1,2,1,1,1,2,3,1,2,5,14,1,0,0,4,3,0
49670120,496701,4967,4,2,1996,1,5,5,5,3,4,6,6,5,4,4,5,1,1,1,1,3,3,4,4,4,3,3,1,2,NA,3,NA,2,1,1,4,2,4,2,2,3,1,2,2,3,2,3,3,1,1,2,3,4,4,1,3,4,14,0,5,0,2,2,0
49670121,496701,4967,4,2,1996,1,4,4,4,3,3,2,4,4,5,5,4,2,2,2,1,2,4,4,3,4,4,4,1,1,2,2,1,1,2,1,3,3,3,3,2,3,3,2,2,1,3,3,2,4,4,1,1,2,1,3,2,2,14,6,2,0,0,4,0
49670122,496701,4967,4,1,1995,2,3,4,4,4,2,7,8,4,5,5,4,2,2,2,2,3,3,3,3,4,4,4,2,1,2,1,2,2,2,2,4,4,3,4,4,2,3,4,4,3,2,3,3,4,4,2,2,1,2,3,3,3,15,1,1,0,4,3,0
49670123,496701,4967,4,1,1995,1,4,4,4,3,4,8,9,3,4,4,4,2,2,2,2,4,3,4,3,4,4,4,2,1,1,1,1,2,1,2,2,4,2,4,3,2,5,4,5,2,2,3,4,4,4,2,3,1,3,2,3,4,15,2,0,0,1,5,0
49670124,496701,4967,4,2,1996,1,4,5,4,2,3,8,8,4,5,5,5,2,2,2,2,2,2,2,2,3,4,4,1,1,3,1,2,1,3,2,3,3,3,4,2,2,3,2,2,2,2,3,1,2,1,4,4,2,3,1,1,4,14,1,5,0,3,5,0
49840101,498401,4984,4,1,1995,3,5,4,3,4,3,9,10,5,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,1,1,1,2,2,2,2,4,4,1,3,4,5,1,1,1,2,3,2,2,2,1,2,1,1,4,15,0,5,0,3,5,0
49840103,498401,4984,4,2,1996,1,3,3,4,3,3,8,8,5,4,5,4,2,2,2,2,3,3,4,4,4,4,4,1,1,1,1,2,1,1,2,1,2,1,4,3,1,3,3,3,1,1,2,2,2,2,2,1,2,2,2,2,4,14,0,5,0,6,5,0
49840104,498401,4984,4,2,1995,1,3,3,4,2,3,7,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,2,2,2,1,4,4,1,3,4,3,1,1,2,1,1,1,2,2,2,1,2,3,4,15,1,5,0,5,5,0
49840105,498401,4984,4,2,1995,3,4,4,4,4,4,9,9,5,4,5,3,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,4,2,4,3,2,4,2,4,1,1,2,2,4,1,2,2,2,2,2,1,4,15,1,4,0,5,4,0
49840107,498401,4984,4,2,1995,3,3,3,4,2,4,8,9,5,4,5,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,5,NA,1,2,1,2,NA,1,4,3,2,4,5,3,2,1,1,1,1,1,2,1,2,2,1,1,4,15,2,1,0,7,5,0
49840108,498401,4984,4,1,1994,1,4,4,3,4,3,6,9,5,5,4,3,2,2,2,2,4,4,4,4,4,3,4,2,1,1,1,1,2,2,1,3,4,3,4,3,3,4,4,3,2,2,2,2,2,3,2,3,2,2,2,1,5,16,1,0,0,3,5,0
49840110,498401,4984,4,2,1996,3,3,5,4,3,4,7,8,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,3,1,2,1,4,4,1,4,5,5,1,1,1,2,2,3,2,2,1,2,1,2,5,14,2,0,0,3,4,0
49840111,498401,4984,4,1,1993,1,3,4,3,3,1,9,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,4,1,1,2,4,4,2,2,4,3,2,1,1,1,5,1,2,1,1,1,2,4,5,17,9,5,0,0,5,0
49840116,498401,4984,4,2,1994,1,4,4,4,4,4,2,1,5,5,5,5,NA,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,NA,1,4,4,1,5,4,5,1,1,1,2,2,1,2,2,1,1,1,1,5,16,0,5,0,2,5,0
49840118,498401,4984,4,2,1995,1,3,3,4,3,3,6,7,5,5,5,3,2,2,2,2,3,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,4,3,4,3,2,3,4,4,2,1,2,2,3,2,2,3,2,2,2,2,3,15,2,5,0,5,5,0
49840119,498401,4984,4,1,1996,1,3,3,2,2,4,6,10,4,5,4,4,2,2,2,2,4,4,4,4,4,3,4,1,1,1,1,1,2,2,3,2,4,2,2,4,2,5,5,5,2,1,2,5,2,5,3,2,2,2,4,4,2,14,4,3,0,2,3,0
49840121,498401,4984,4,1,1995,3,4,5,4,4,3,8,9,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,1,2,1,2,2,4,2,4,4,2,3,5,5,3,1,3,3,3,2,2,1,2,2,2,3,3,15,0,3,0,4,5,0
49840122,498401,4984,4,1,1995,3,4,4,5,5,3,9,10,5,5,5,3,2,2,2,2,4,4,4,4,4,4,4,1,1,2,1,2,1,1,2,2,3,2,4,4,2,3,4,4,2,1,3,2,2,2,2,2,2,1,3,3,3,15,7,5,0,4,5,0
49840401,498404,4984,4,2,1996,3,4,4,4,3,NA,10,10,4,5,5,4,NA,NA,NA,NA,4,3,4,4,4,4,4,NA,1,1,2,1,1,1,2,2,4,2,4,4,2,5,5,5,2,1,2,2,3,2,1,1,1,2,1,1,5,14,1,0,0,4,5,0
49840404,498404,4984,4,2,1994,2,3,3,3,3,NA,10,10,5,5,5,5,NA,NA,NA,NA,4,4,4,4,3,3,4,1,1,1,1,1,1,1,2,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,1,1,2,16,0,3,0,4,5,0
49840405,498404,4984,4,1,1994,1,4,5,5,3,4,8,9,4,5,5,5,1,2,2,2,4,4,4,3,3,3,3,1,1,1,5,NA,1,1,1,3,3,1,4,4,1,5,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,16,4,1,0,3,3,0
49840406,498404,4984,4,1,1996,1,3,4,5,3,4,5,4,4,5,5,5,2,2,2,2,3,4,4,3,4,4,3,1,4,2,5,NA,1,1,1,1,3,3,3,3,1,4,3,2,1,2,2,2,1,2,1,1,1,1,2,3,1,14,5,4,0,1,3,0
